contrast,protein,Protein.Names,Genes,NPrec,PropObs,logFC,AveExpr,t,P.Value,adj.P.Val,B,pi_score
BFR_post_vs_pre,Q9Y305,ACOT9_HUMAN,ACOT9,25,0.5386259541984733,0.294172120929332,19.049402786455865,4.287643816366539,4.135294081265425e-5,0.005701405269751129,1.9414594862902321,0.05134502747123701
BFR_post_vs_pre,P49189,AL9A1_HUMAN,ALDH9A1,41,0.7143921057531186,-0.2069547413996915,21.145468359524372,-4.284360156317256,4.18727367340813e-5,0.005701405269751129,1.8642777580185994,0.12414748729673401
BFR_post_vs_pre,Q9BQS8,FYCO1_HUMAN,FYCO1,41,0.456153416495997,-0.2502668933576331,17.233212093334014,-4.26377353652641,4.527777338084852e-5,0.005701405269751129,1.813767224042559,0.08181102801922661
BFR_post_vs_pre,O43837,IDH3B_HUMAN,IDH3B,31,0.5035705491258311,0.35141844845446,20.197843993981888,4.252159391169584,4.7314743649882783e-5,0.005701405269751129,1.8174028798785375,0.030207443890030192
BFR_post_vs_pre,P49411,EFTU_HUMAN,TUFM,55,0.6968771686328938,0.2224814868042877,21.503941087200424,4.2455855158997755,4.850649866561327e-5,0.005701405269751129,1.7018894905606654,0.10969083776530016
BFR_post_vs_pre,P17540,KCRS_HUMAN,CKMT2,50,0.7812213740458016,0.2764974018440114,24.13083395754227,4.2443701981729,4.872995957052247e-5,0.005701405269751129,1.6905519597963705,0.06422244151199843
BFR_post_vs_pre,P23368,MAOM_HUMAN,ME2,24,0.3753180661577608,0.34353560864787624,18.37849172245847,4.226063617897072,5.221819441901689e-5,0.0058832499045425694,1.7439782327517914,0.03380020413594408
BFR_post_vs_pre,A8MU46,SMTL1_HUMAN,SMTNL1,40,0.46087786259541985,-0.5807041416013021,18.97311744589815,-4.195483734201867,5.885580231503273e-5,0.006107269228856175,1.597698515167746,0.0034954179936867507
BFR_post_vs_pre,P54652,HSP72_HUMAN,HSPA2,42,0.6468556888404217,-0.309107385460333,21.0304316897604,-4.194009752909311,5.891202707203712e-5,0.006107269228856175,1.5429559989203012,0.04926503628808446
BFR_post_vs_pre,Q13586,STIM1_HUMAN,STIM1,26,0.33294186729301234,-0.27564628776905664,17.064185710780322,-4.188115829751649,6.0229479574518486e-5,0.006107269228856175,1.5920837499188716,0.06866256887265675
BFR_post_vs_pre,Q96S99,PKHF1_HUMAN,PLEKHF1,7,0.4525627044711014,-0.3335619012899187,17.588357487514063,-4.132419742477918,7.415896147827179e-5,0.007277147123125896,1.448367085222408,0.041922187061767216
BFR_post_vs_pre,Q9HDC5,JPH1_HUMAN,JPH1,26,0.6065766294773929,-0.32023427352276457,18.87773416455547,-4.076537303960202,9.121483530145928e-5,0.008671110280844973,1.1959039360889623,0.05084807350839488
BFR_post_vs_pre,P13807,GYS1_HUMAN,GYS1,53,0.5440011522396658,0.26135521409993245,19.80151552725294,4.068174934932015,9.407038934082687e-5,0.00867157952650895,1.1431939004669944,0.0886422827082486
BFR_post_vs_pre,Q9BXI3,5NT1A_HUMAN,NT5C1A,26,0.5314151497357604,-0.3070988441103566,19.973985934442883,-4.041249779896537,1.0385825272708943e-4,0.009170670994357054,1.0615439197607204,0.05979345371371667
BFR_post_vs_pre,Q8NI37,PPTC7_HUMAN,PPTC7,10,0.616793893129771,0.3873305852548192,18.296915398364547,4.036937078759014,1.055139660757715e-4,0.009170670994357054,1.1321371852380473,0.028820818779283323
BFR_post_vs_pre,Q96MF2,STAC3_HUMAN,STAC3,25,0.4983206106870229,-0.2608434586941719,17.82102446890876,-3.9939221142556147,1.2347194623298565e-4,0.010433379456687288,0.9373125570931125,0.09561172543989736
BFR_post_vs_pre,P16298,PP2BB_HUMAN,PPP3CB,17,0.7831162999550966,-0.23593590740728843,19.740086203377437,-3.9806216667042196,1.2959277560224458e-4,0.01065462765897373,0.8912161500550875,0.12100915313439717
BFR_post_vs_pre,O75521,ECI2_HUMAN,ECI2,25,0.5822900763358778,0.2586641868046229,19.814021168604473,3.9445890858651356,1.4766694702078763e-4,0.011821127706243053,0.768416630370969,0.10212469650217869
BFR_post_vs_pre,O14983,AT2A1_HUMAN,ATP2A1,69,0.8018586126783936,-0.3019626432521072,24.343780984137673,-3.920302812690904,1.6118199911451068e-4,0.012572195930931833,0.5428142634336881,0.07157333877398568
BFR_post_vs_pre,O60260,PRKN_HUMAN,PRKN,10,0.2984732824427481,-0.4252682045873257,16.302770390509945,-3.893446952232411,1.7750049435020016e-4,0.013146390497549761,0.6741505059604505,0.025404101196106754
BFR_post_vs_pre,P38646,GRP75_HUMAN,HSPA9,68,0.6429052537045352,0.22905304181782782,20.727366430221753,3.8894580547602784,1.8005482925110018e-4,0.013146390497549761,0.45897611310016195,0.13876791822702356
BFR_post_vs_pre,Q06432,CCG1_HUMAN,CACNG1,5,0.7740458015267175,-0.33551288744180496,20.99121977270024,-3.887212246867385,1.8150835006478959e-4,0.013146390497549761,0.6472009281890863,0.055566315320399885
BFR_post_vs_pre,P30837,AL1B1_HUMAN,ALDH1B1,33,0.42609299097848713,0.45066788375932276,19.32711520603988,3.857685702963822,2.0169033427401133e-4,0.014268418531663779,0.4876162462148388,0.021609277557719807
BFR_post_vs_pre,Q9UN36,NDRG2_HUMAN,NDRG2,30,0.5267175572519084,-0.26534256948699664,19.829131282273778,-3.7525017077292318,2.9239417975121485e-4,0.020215070336436266,0.15729427689732756,0.11541733985711798
BFR_post_vs_pre,Q00325,MPCP_HUMAN,SLC25A3,27,0.6737348035057958,0.2917509147949957,22.214542305095527,3.724704632787839,3.221871945426604e-4,0.021490143052266205,0.06275609609903476,0.0957717437688149
BFR_post_vs_pre,P23109,AMPD1_HUMAN,AMPD1,77,0.6193119857241994,-0.3062199621419559,21.24148136394424,-3.7222378981375184,3.249660027627368e-4,0.021490143052266205,-0.027554413420031842,0.08547815557320916
BFR_post_vs_pre,Q96JB5,CK5P3_HUMAN,CDK5RAP3,8,0.15458015267175573,-0.571845392274696,15.891236619929593,-3.6863433003037622,3.680674921277377e-4,0.023822581086225064,0.023070467429756825,0.010870297809401118
BFR_post_vs_pre,P21817,RYR1_HUMAN,RYR1,327,0.5868758316408712,-0.20849407352014993,19.9744439466442,-3.6710946232006907,3.8797346259478106e-4,0.02458781819194425,-0.44541225686676444,0.19443992180204545
BFR_post_vs_pre,Q96GK7,FAH2A_HUMAN,FAHD2A,4,0.5916030534351145,0.34938220994308367,17.161677082686783,3.6640000931288395,3.975789515602171e-4,0.024682350421350623,-0.04069954115560481,0.06484836440641126
BFR_post_vs_pre,P35241,RADI_HUMAN,RDX,33,0.4843858431644691,-0.22755479882337326,19.29367124169664,-3.6217737872125713,4.5958113160761833e-4,0.0279609160470075,-0.27875026008923687,0.17398207238628127
BFR_post_vs_pre,A5YM72,CRNS1_HUMAN,CARNS1,25,0.4570992366412214,0.4895887793439364,18.056141902537917,3.5591592500535936,5.685962477871871e-4,0.03391509383860046,-0.3517936453076578,0.025774393013463646
BFR_post_vs_pre,Q02218,ODO1_HUMAN,OGDH,80,0.6434160305343511,0.20333364191067105,20.47286927845799,3.551096063242167,5.842930506065976e-4,0.03418114346048596,-0.6039137728194932,0.2200631113197348
BFR_post_vs_pre,P53778,MK12_HUMAN,MAPK12,16,0.428912213740458,-0.3332899493246728,18.85504564288029,-3.5443032013255453,5.978337263133548e-4,0.034236485392276236,-0.4017102112704123,0.08426876880650506
BFR_post_vs_pre,Q9BSH4,TACO1_HUMAN,TACO1,14,0.3500545256270447,0.5309837067299839,18.574724930389003,3.5387122274677325,6.092004217614314e-4,0.034236485392276236,-0.4003266442815576,0.01962275811733166
BFR_post_vs_pre,P50213,IDH3A_HUMAN,IDH3A,34,0.5752132914234396,0.26793753082375815,20.73547644150905,3.5320623006561647,6.229857564162471e-4,0.034236485392276236,-0.5355552927355385,0.13839499418257678
BFR_post_vs_pre,Q01518,CAP1_HUMAN,CAP1,25,0.35083969465648857,0.36180166967714555,17.085175440363738,3.5256339536512664,6.365913123277737e-4,0.034236485392276236,-0.5526870134643413,0.06976401510177296
BFR_post_vs_pre,Q9NQX3,GEPH_HUMAN,GPHN,14,0.3707742639040349,-0.3003148591707685,16.868973887949988,-3.523340902222521,6.415120537014284e-4,0.034236485392276236,-0.4613763653778076,0.10994010956656508
BFR_post_vs_pre,Q96G03,PGM2_HUMAN,PGM2,12,0.20547073791348602,0.6086104606360543,16.14816061388395,3.507829654952681,6.757530008277595e-4,0.03544207980203525,-0.49483239629226095,0.011764563114976517
BFR_post_vs_pre,P59998,ARPC4_HUMAN,ARPC4,4,0.5954198473282443,0.2722084520463355,19.464401951574015,3.4670038150413274,7.743013497498535e-4,0.03992245264303482,-0.6088376877226676,0.1422771022544965
BFR_post_vs_pre,Q96MG2,JSPR1_HUMAN,JSRP1,14,0.4465648854961832,-0.39014170558743544,20.178186682230866,-3.45499882559105,8.057628450797334e-4,0.04080189418513771,-0.7092577151706356,0.06208438950480554
BFR_post_vs_pre,Q16698,DECR_HUMAN,DECR1,34,0.6998203861697351,0.19872533260495473,21.667967803395157,3.4503804083490572,8.181839399386588e-4,0.04080189418513771,-0.8286123217321517,0.24350353947739511
BFR_post_vs_pre,Q9BUF5,TBB6_HUMAN,TUBB6,9,0.23494486853265478,0.6779635374827819,16.839379466756366,3.4410516149562884,8.438253196143644e-4,0.04140188100430478,-0.6795862609952135,0.008243493640115616
BFR_post_vs_pre,O60313,OPA1_HUMAN,OPA1,40,0.4364503816793893,0.21789939414836468,18.033001942719434,3.427010072287735,8.838502073818877e-4,0.04267733858501115,-0.8699151209478062,0.21608158749194756
BFR_post_vs_pre,O15143,ARC1B_HUMAN,ARPC1B,6,0.33715012722646315,0.5430877836242729,16.747833637726632,3.4159824281411204,9.165291073295167e-4,0.04356377413275609,-0.7552230827705984,0.022396427384634515
BFR_post_vs_pre,Q6IAN0,DRS7B_HUMAN,DHRS7B,18,0.44698897370653096,-0.3518708362239842,18.43321281291384,-3.403301480135945,9.555110080334852e-4,0.0447179151759671,-0.8771694373803136,0.08658307559391602
BFR_post_vs_pre,Q13508,NAR3_HUMAN,ART3,13,0.5924838520258368,-0.3006775622387643,19.00760197244004,-3.396504805339946,9.770406090134397e-4,0.045032689888164903,-0.8915078800120542,0.12443262497176957
BFR_post_vs_pre,Q99447,PCY2_HUMAN,PCYT2,17,0.43870678042209255,-0.2439352082972519,16.65210648256456,-3.3820003989234606,0.001024519359682585,0.04569794590447717,-0.9341302128764752,0.18653512169724118
BFR_post_vs_pre,P54819,KAD2_HUMAN,AK2,29,0.5201368781258225,0.2511962925445985,20.265090038000526,3.3807896438696567,0.001028579126930538,0.04569794590447717,-0.9495304220754841,0.17761726932546867
BFR_post_vs_pre,P13804,ETFA_HUMAN,ETFA,33,0.7978255840851262,0.20004329058249937,22.23899048689706,3.3784280767146426,0.0010365411792928746,0.04569794590447717,-1.0899752578182573,0.2529228780371154
BFR_post_vs_pre,Q5U5X0,LYRM7_HUMAN,LYRM7,6,0.628498727735369,0.3885728152727772,19.69206046414032,3.3705327455651313,0.0010635826122023207,0.04603599460432993,-0.8792964362766824,0.06993331670874177
BFR_post_vs_pre,P36776,LONM_HUMAN,LONP1,39,0.44764141710706595,0.18614903972921226,18.461910758449243,3.364233910076136,0.001085629551142369,0.04603599460432993,-1.0713785416983361,0.28066934872681654
BFR_post_vs_pre,Q01814,AT2B2_HUMAN,ATP2B2,9,0.3392705682782019,-0.3382640362913065,16.654461329207418,-3.363109689483715,0.001089609339747454,0.04603599460432993,-0.8974985404178861,0.09949821010305848
BFR_post_vs_pre,Q9Y4X5,ARI1_HUMAN,ARIH1,14,0.40839694656488545,-0.2408838473794468,16.53475318286094,-3.356041386539361,0.0011149468100271676,0.046448276299344636,-0.946746336500417,0.19441564886917226
BFR_post_vs_pre,Q13011,ECH1_HUMAN,ECH1,32,0.6867843511450382,0.2561285433328173,22.107213609601047,3.3519388590019985,0.0011299054721076605,0.046448276299344636,-1.1505252359717097,0.17587332280486276
BFR_post_vs_pre,Q8WW59,SPRY4_HUMAN,SPRYD4,10,0.4679389312977099,0.3515485270175702,18.751716544810016,3.3431823215830407,0.0011624656747695327,0.0470161892639839,-0.9518438612498761,0.09296911785302987
BFR_post_vs_pre,Q04637,IF4G1_HUMAN,EIF4G1,52,0.49089841456253674,-0.1743326931887026,18.11126183713358,-3.335786451170761,0.0011906497814201831,0.0470161892639839,-1.1884698018048594,0.30918153972003126
BFR_post_vs_pre,P42704,LPPRC_HUMAN,LRPPRC,91,0.44065095210133376,0.18898718823561467,18.70133235742568,3.3332508788598565,0.0012004589000595362,0.0470161892639839,-1.2735538248563874,0.280565365024368
BFR_post_vs_pre,Q96Q06,PLIN4_HUMAN,PLIN4,86,0.579708858512338,-0.23576712172231495,20.10330242214996,-3.3299678860590878,0.001213272062452959,0.0470161892639839,-1.3398499692638532,0.20534929556336437
BFR_post_vs_pre,O43615,TIM44_HUMAN,TIMM44,24,0.3374681933842239,0.29390437999193253,17.712061018725354,3.328003762425815,0.0012209989979798579,0.0470161892639839,-1.042880379793126,0.1392428387623669
BFR_post_vs_pre,Q16586,SGCA_HUMAN,SGCA,20,0.5305343511450381,-0.2573738349060406,18.954297910035425,-3.310837366404467,0.0012905227376069181,0.048872297405511016,-1.197109983353017,0.1804623789482175
BFR_post_vs_pre,P07954,FUMH_HUMAN,FH,48,0.7107188295165394,0.1747723461966295,22.390133005936207,3.3082462446945504,0.0013013333628686364,0.048872297405511016,-1.3104007023098196,0.313094125498189
BFR_post_vs_pre,Q12931,TRAP1_HUMAN,TRAP1,37,0.47967815143387665,0.2065671207416102,19.196630975516495,3.303884961327481,0.00131972115961002,0.04895843618943512,-1.2734286867542108,0.2542062914021474
BFR_post_vs_pre,Q13825,AUHM_HUMAN,AUH,8,0.5772900763358778,0.2955939977168036,19.065516677689576,3.2779089071814584,0.0014343775440686531,0.05202210053099091,-1.1505169482950715,0.1443865669738287
BFR_post_vs_pre,Q8N3L3,TXLNB_HUMAN,TXLNB,37,0.5108314421291521,-0.2080867222056071,18.65494273343652,-3.272844147688941,0.001457791860993076,0.05202210053099091,-1.3394504731091894,0.2569228304218096
BFR_post_vs_pre,P40926,MDHM_HUMAN,MDH2,39,0.8330397338030926,0.22172867717062772,25.37077722594854,3.2711420889125886,0.001465740376432623,0.05202210053099091,-1.45424627428838,0.23530631293446894
BFR_post_vs_pre,O75746,CMC1_HUMAN,SLC25A12,45,0.680576759966073,0.23078244998331243,21.226179783475786,3.2681213366976283,0.0014799469970724363,0.05202210053099091,-1.4260736523964415,0.2223015425996694
BFR_post_vs_pre,P55786,PSA_HUMAN,NPEPPS,58,0.6191102921821532,-0.15983336180491392,21.367902431715034,-3.2664607373303975,0.001487811553647669,0.05202210053099091,-1.4604660724697398,0.3532472827209931
BFR_post_vs_pre,A6NNS2,DRS7C_HUMAN,DHRS7C,22,0.553088133240805,-0.29500409427581786,19.723520446182874,-3.2472623856962013,0.0015816168304543926,0.05467361816184389,-1.3457749879424723,0.14918439908593464
BFR_post_vs_pre,Q13698,CAC1S_HUMAN,CACNA1S,32,0.5641698473282443,-0.2051390146286387,18.923958789848406,-3.2425310688015676,0.001605568677651754,0.054877976600186916,-1.4016316294367792,0.26715632666689493
BFR_post_vs_pre,O94925,GLSK_HUMAN,GLS,2,0.18702290076335878,0.5172715749432815,16.05097732441527,3.232475898459061,0.0016576015959557265,0.05602693394330355,-1.2508240471091865,0.036451560159113876
BFR_post_vs_pre,Q7Z434,MAVS_HUMAN,MAVS,11,0.5024288688410826,-0.24451679971467044,17.65742389789868,-3.225057735110099,0.001696993407659267,0.05672806534175264,-1.309026289853251,0.21018913231089612
BFR_post_vs_pre,P61604,CH10_HUMAN,HSPE1,10,0.6175572519083969,0.39082514966052173,22.131954140716815,3.2206303303457133,0.0017209183575311276,0.05690253960445316,-1.4091345429605449,0.08311235586369663
BFR_post_vs_pre,Q8TCA0,LRC20_HUMAN,LRRC20,18,0.6268023748939779,-0.23298805499042174,21.52179558899782,-3.213190578114845,0.0017618317271692096,0.057474636990540715,-1.4476253381940767,0.22821417091973106
BFR_post_vs_pre,P20073,ANXA7_HUMAN,ANXA7,38,0.6301727601446364,-0.17030239963859728,20.30227931009834,-3.2106503352891784,0.0017760078491488582,0.057474636990540715,-1.5215761127969794,0.340074339211871
BFR_post_vs_pre,Q9UQM7,KCC2A_HUMAN,CAMK2A,13,0.46212566059894306,-0.31361136743781515,18.744914023555943,-3.198537157604378,0.0018450822139901486,0.05908147468376876,-1.4041859675160016,0.1388645695102201
BFR_post_vs_pre,P51692,STA5B_HUMAN,STAT5B,4,0.5687022900763359,-0.25475637584446176,16.82614368436716,-3.192329910485562,0.0018814415499250462,0.0596181791132499,-1.365747555007811,0.20214319990153584
BFR_post_vs_pre,Q13423,NNTM_HUMAN,NNT,94,0.6603053435114504,0.1876655951314028,21.51491358630099,3.185996463387405,0.0019192276707334734,0.06018856262238377,-1.787347086465883,0.30912655718005533
BFR_post_vs_pre,Q14914,PTGR1_HUMAN,PTGR1,16,0.49475190839694655,0.2566771273118498,18.322972313804364,3.169858687946165,0.002018728090501596,0.061721611118394006,-1.523326527172654,0.20336448821589362
BFR_post_vs_pre,P00505,AATM_HUMAN,GOT2,57,0.792419981250837,0.19248639039286175,23.919611710529882,3.169160357110409,0.002023140355761903,0.061721611118394006,-1.7731672167216397,0.3030028207072082
BFR_post_vs_pre,P20618,PSB1_HUMAN,PSMB1,19,0.6179188429087987,-0.23220404438014342,21.041600685747564,-3.168187358817123,0.0020293030279540636,0.061721611118394006,-1.567067138328464,0.2370036644035821
BFR_post_vs_pre,Q15772,SPEG_HUMAN,SPEG,54,0.3415323720667232,-0.31721799551490193,16.869318009892904,-3.1600288521841153,0.00208166852708527,0.061721611118394006,-1.748649849554381,0.14104311642850087
BFR_post_vs_pre,Q6YN16,HSDL2_HUMAN,HSDL2,49,0.6046113101729241,0.18620969207607985,20.670066024245678,3.1586844314299167,0.0020904174904376282,0.061721611118394006,-1.7132812072828898,0.31695778101988736
BFR_post_vs_pre,P35579,MYH9_HUMAN,MYH9,134,0.4467357867152786,0.26191962832342597,18.516384604086763,3.1550728423884116,0.002114090055421194,0.061721611118394006,-1.8610135512993145,0.1992495443633747
BFR_post_vs_pre,Q99798,ACON_HUMAN,ACO2,90,0.7805767599660729,0.15495747980155983,23.339087712354868,3.149571010994428,0.002150632372499432,0.061721611118394006,-1.9197269165125475,0.3860656636151207
BFR_post_vs_pre,Q9C0E8,LNP_HUMAN,LNPK,16,0.5,-0.2415848194550776,18.479757288178188,-3.148108737504833,0.002160442954508914,0.061721611118394006,-1.5996654115526807,0.22702098538956847
BFR_post_vs_pre,P60900,PSA6_HUMAN,PSMA6,23,0.6807168934616661,-0.1453441187613791,20.3866092104844,-3.1467933423027237,0.002169303668923297,0.061721611118394006,-1.6765645605486137,0.4100622862502766
BFR_post_vs_pre,Q96I99,SUCB2_HUMAN,SUCLG2,28,0.5114503816793893,0.28654518045488686,19.149055082967866,3.146540608767601,0.0021710099900289805,0.061721611118394006,-1.6039904014918998,0.1725175496966951
BFR_post_vs_pre,Q15075,EEA1_HUMAN,EEA1,39,0.3742415345468781,-0.1973402142137317,16.846933595761694,-3.1237498854386407,0.002330116382418776,0.06563161143812886,-1.7775340800624795,0.30232755669677075
BFR_post_vs_pre,P43155,CACP_HUMAN,CRAT,55,0.6734212352532962,0.2018150885475869,21.471781355999504,3.111267299489268,0.002421787935961541,0.06758787982747713,-1.8875491617269038,0.29653721038446934
BFR_post_vs_pre,Q13326,SGCG_HUMAN,SGCG,15,0.4061068702290076,-0.2473639738695219,18.050336456217252,-3.082417973286968,0.0026466226369049155,0.07264590787973275,-1.7407149188131976,0.23039171461556637
BFR_post_vs_pre,P01034,CYTC_HUMAN,CST3,5,0.32519083969465645,0.44450920641511615,18.10846243648261,3.079318468402544,0.0026718972391577165,0.07264590787973275,-1.6469585147048589,0.07181211036257393
BFR_post_vs_pre,Q8N5X7,IF4E3_HUMAN,EIF4E3,3,0.35877862595419846,-0.5054921222363173,15.838696739896976,-3.0765901004045784,0.0026943305122341162,0.07264590787973275,-1.6528295719638226,0.05024734934760322
BFR_post_vs_pre,Q04760,LGUL_HUMAN,GLO1,18,0.7502120441051738,-0.23322883828659968,23.083392043273513,-3.0760793351242586,0.0026985495037507566,0.07264590787973275,-1.8415152724393247,0.2516897474717189
BFR_post_vs_pre,Q9H3K6,BOLA2_HUMAN,BOLA2,7,0.32170119956379495,0.33176200820996726,18.058674856853766,3.0621336137115427,0.002816137453404006,0.07514640467767532,-1.7078759917581845,0.1425253247267873
BFR_post_vs_pre,P62993,GRB2_HUMAN,GRB2,11,0.6564885496183206,-0.2328670489520661,19.581171498873037,-3.0550279524722144,0.002877860793093061,0.07612567419642688,-1.812067243154245,0.2560360265252401
BFR_post_vs_pre,Q5VYK3,ECM29_HUMAN,ECPAS,68,0.4732824427480916,-0.18994268529946723,17.93442601890938,-3.049057242615941,0.0029306918731983422,0.07659268383505607,-2.0203419156810725,0.3302702918771235
BFR_post_vs_pre,Q9BVL4,SELO_HUMAN,SELENOO,5,0.42748091603053434,-0.3006425415187213,16.31711673865671,-3.0463863906557087,0.0029546141333459184,0.07659268383505607,-1.7348049974415436,0.17359008787449487
BFR_post_vs_pre,Q9P2E9,RRBP1_HUMAN,RRBP1,15,0.15165394402035623,0.6074883142766101,14.921731898577278,3.0452292934065093,0.0029710508522474083,0.07659268383505607,-1.7900555520805232,0.02916234259205399
BFR_post_vs_pre,P98194,AT2C1_HUMAN,ATP2C1,1,0.4580152671755725,-0.2726758589036766,15.080546043218055,-3.0399728634884373,0.0030127991012486787,0.0770162593781385,-1.7444287596143533,0.20538845434813877
BFR_post_vs_pre,Q8TDX7,NEK7_HUMAN,NEK7,13,0.5308279506752789,-0.2791821232625473,18.974954961828697,-3.02995600190041,0.0031057998308970576,0.07873202571324041,-1.826092139605298,0.1994617671251354
BFR_post_vs_pre,P05166,PCCB_HUMAN,PCCB,19,0.4564081960626758,0.19783629279500659,17.864771416441595,3.0249716381404754,0.0031530600187070165,0.07926949237113012,-1.9264405919844911,0.32000624856907084
BFR_post_vs_pre,Q13033,STRN3_HUMAN,STRN3,11,0.3400416377515614,-0.26230707389560237,16.330405473153778,-3.015733803822514,0.0032424136601140194,0.08084772421366268,-1.917828931252191,0.22237357537384536
BFR_post_vs_pre,P80723,BASP1_HUMAN,BASP1,11,0.13115891741845942,0.6341320514700044,13.45572076190796,3.0143722652308806,0.0032734131981694064,0.0809570971449702,-1.9266929399363377,0.026557205726546088
BFR_post_vs_pre,Q99615,DNJC7_HUMAN,DNAJC7,7,0.22355507088331517,-0.41150366583624454,15.287283108181771,-2.9937665980001427,0.003464378201171007,0.08498902006421132,-1.8788676012137882,0.09717326395040901
BFR_post_vs_pre,Q96C11,FGGY_HUMAN,FGGY,6,0.4529262086513995,-0.3474092260784012,16.976543776110137,-2.962254849278401,0.0038073608192675033,0.09265593289769396,-1.9362589629885525,0.14437316218835117
BFR_post_vs_pre,P34896,GLYC_HUMAN,SHMT1,15,0.4936386768447837,-0.2581786340521006,17.953041236558896,-2.9473755442671714,0.00397996336979486,0.09608768707076162,-2.0807654235337054,0.24007119708256544
