contrast,protein,Protein.Names,Genes,NPrec,PropObs,logFC,AveExpr,t,P.Value,adj.P.Val,B,pi_score
BFR_post_vs_pre,P46821,MAP1B_HUMAN,MAP1B,6,0.2430025445292621,0.2311688287450835,14.416957719516942,1.2892882094529887,0.20024089848281104,0.5745801876522768,-5.043580315910875,0.6895103275038271
BFR_post_vs_pre,O75380,NDUS6_HUMAN,NDUFS6,8,0.8816793893129771,0.12679209374288902,22.132249059324643,1.2870340718648936,0.20102236563739706,0.5745801876522768,-5.354373907465629,0.8159375047780905
BFR_post_vs_pre,P20929,NEBU_HUMAN,NEB,847,0.44564110421154146,-0.547936508234649,19.276046939626724,-1.287243780712639,0.20112022226778759,0.5745801876522768,-5.978708671837579,0.4152770879831011
BFR_post_vs_pre,P62857,RS28_HUMAN,RPS28,5,0.6259541984732825,-0.1745881098884432,19.76300530310477,-1.286513255567275,0.20120324359386352,0.5745801876522768,-4.939505383174194,0.7558279485601365
BFR_post_vs_pre,O15061,SYNEM_HUMAN,SYNM,68,0.32184553210597217,-0.46989983335183183,17.821957514612787,-1.2869302307474892,0.20121144343401115,0.5745801876522768,-5.48706372067671,0.4707458594467294
BFR_post_vs_pre,Q06323,PSME1_HUMAN,PSME1,18,0.683206106870229,0.10537495720787504,19.99903262128604,1.284725800340737,0.20182493786346126,0.5745801876522768,-5.4297041271586135,0.8448152642984018
BFR_post_vs_pre,Q14008,CKAP5_HUMAN,CKAP5,5,0.17099236641221374,-0.21177113400017866,14.75664890824704,-1.2845659005601437,0.20188062174606278,0.5745801876522768,-4.9821370047186,0.7125889811733435
BFR_post_vs_pre,P30049,ATPD_HUMAN,ATP5F1D,4,0.950381679389313,0.14116057470388554,24.35688640300379,1.2843940299527228,0.20194048705269368,0.5745801876522768,-5.423904863055283,0.7978567723602148
BFR_post_vs_pre,Q9UPQ0,LIMC1_HUMAN,LIMCH1,17,0.32195779074988773,-0.13538607862158614,15.915008065356531,-1.2841760722682543,0.20201642411999188,0.5745801876522768,-5.2885769591580765,0.8053024611341727
BFR_post_vs_pre,Q16795,NDUA9_HUMAN,NDUFA9,37,0.5349700845884052,0.12070859697334768,20.191198854570885,1.2841737212639193,0.20201724333162913,0.5745801876522768,-5.409914611758269,0.8244311890669114
BFR_post_vs_pre,P57105,SYJ2B_HUMAN,SYNJ2BP,7,0.7044711014176663,0.09240217679680285,19.62186608831599,1.28404057453738,0.20206364255607015,0.5745801876522768,-5.293707189979778,0.862632061984368
BFR_post_vs_pre,P49366,DHYS_HUMAN,DHPS,3,0.22900763358778628,-0.17036160038215087,15.623284969348807,-1.2839243754674745,0.20210414227085347,0.5745801876522768,-5.005156159058546,0.7615469484817949
BFR_post_vs_pre,O60613,SEP15_HUMAN,SELENOF,1,0.6335877862595419,-0.15680398012652574,15.217299578057872,-1.2829035997534495,0.20246017882449013,0.5746597008479358,-4.887708957185941,0.7784510180594219
BFR_post_vs_pre,Q711Q0,CEFIP_HUMAN,CEFIP,4,0.14885496183206107,-0.3004666213599645,15.546431761809375,-1.282761073532733,0.20250992745200105,0.5746597008479358,-4.966384963940577,0.6188854441772522
BFR_post_vs_pre,Q15582,BGH3_HUMAN,TGFBI,29,0.18768096867596734,-0.2228229641590147,16.498886770605843,-1.2819726223554961,0.20283250193237684,0.5750386494671857,-5.380584822837753,0.7008326634316441
BFR_post_vs_pre,P49247,RPIA_HUMAN,RPIA,13,0.3024075161479742,0.1463960112944136,17.70296688109949,1.2792099849668557,0.20375235111485251,0.5771086146102247,-5.1154444595819815,0.7922374727584557
BFR_post_vs_pre,P51659,DHB4_HUMAN,HSD17B4,20,0.47404580152671755,-0.11657367372029981,17.06948238337581,-1.2785499471549393,0.20398389857542476,0.5772269948525043,-5.359115642787769,0.83083934808655735
BFR_post_vs_pre,Q14116,IL18_HUMAN,IL18,3,0.16539440203562342,-0.2740448961067834,16.816292820859296,-1.275846253896842,0.2049344080701009,0.5793777596182593,-5.02178950812674,0.647666705275484
BFR_post_vs_pre,P84098,RL19_HUMAN,RPL19,5,0.3709923664122138,-0.2587829676453417,17.987982122648628,-1.2751819742902664,0.20516844135052395,0.5794670838383329,-4.995912615607374,0.6637215658252484
BFR_post_vs_pre,P35573,GDE_HUMAN,AGL,192,0.6624125318066157,-0.06495903225811972,21.55437103079042,-1.274675583351963,0.20534698105776555,0.5794670838383329,-5.848539239660805,0.9022770412923207
BFR_post_vs_pre,Q04323,UBXN1_HUMAN,UBXN1,11,0.4552394170714782,-0.11290942260148285,17.060511935274683,-1.2733673061532604,0.2058087745794016,0.5797345422022857,-5.180829044106487,0.8365340130737665
BFR_post_vs_pre,Q99426,TBCB_HUMAN,TBCB,8,0.5562977099236641,0.13931798719222854,18.222968082612713,1.2733272817431296,0.20582291439134404,0.5797345422022857,-5.122887952152718,0.8023379367853841
BFR_post_vs_pre,Q9NZ32,ARP10_HUMAN,ACTR10,4,0.43702290076335876,-0.17492706882112685,18.06764261112141,-1.27013020261559,0.20695469253646945,0.5823831403292692,-4.98032513373807,0.7591508238924184
BFR_post_vs_pre,O60610,DIAP1_HUMAN,DIAPH1,4,0.1450381679389313,0.27710401207665214,15.573343439016151,1.2678845211900325,0.20775240881068097,0.5831664837323755,-4.978060719167749,0.6469776488921146
BFR_post_vs_pre,P13805,TNNT1_HUMAN,TNNT1,23,0.6435446398937935,-0.45759205933051206,21.632761746687535,-1.268303906953005,0.20775366634575998,0.5831664837323755,-5.437981829117593,0.4872094493272753
BFR_post_vs_pre,Q86VS8,HOOK3_HUMAN,HOOK3,8,0.37213740458015265,-0.15428898877016195,16.589274615741026,-1.2675304356581263,0.2078783942093073,0.5831664837323755,-5.033862718330712,0.7847756060590538
BFR_post_vs_pre,Q8IVN3,MSTN1_HUMAN,MUSTN1,8,0.6650763358778626,-0.19807832235720113,21.620868926656964,-1.2672232262273604,0.20799987996371708,0.5831664837323755,-5.373943967397155,0.732694750176203
BFR_post_vs_pre,P55268,LAMB2_HUMAN,LAMB2,40,0.27786259541984737,-0.4134842142174282,16.01664568146695,-1.267018141846421,0.20820443985541082,0.5832024917496866,-5.370796593465716,0.5226444795901981
BFR_post_vs_pre,Q86TN4,TRPT1_HUMAN,TRPT1,5,0.1801526717557252,0.21521686618269342,15.642602778306806,1.2660745791968955,0.20839698611700158,0.583204813033964,-5.059348935149821,0.7135328116633062
BFR_post_vs_pre,Q9BSE5,SPEB_HUMAN,AGMAT,10,0.3526717557251908,0.213845449534265,17.92597016713998,1.2642526164656838,0.20904732912864898,0.5844871095674175,-5.091766082214464,0.7155457488697342
BFR_post_vs_pre,P46109,CRKL_HUMAN,CRKL,8,0.5906488549618321,-0.11264696336869662,19.53861646515757,-1.2629008999802644,0.20953078278524376,0.5853008643091933,-5.186755140861713,0.8385725263803858
BFR_post_vs_pre,Q9Y2H0,DLGP4_HUMAN,DLGAP4,2,0.3053435114503817,0.20073290727892612,16.228655448082858,1.2611389865591234,0.2101621800109643,0.586526010636104,-4.92621462886014,0.7311633403289987
BFR_post_vs_pre,Q13203,MYBPH_HUMAN,MYBPH,26,0.21227246036406344,-0.3843444788393846,16.073725940411673,-1.2601449238865998,0.21066220119638057,0.5869113442181549,-5.440967463414668,0.5495715612416466
BFR_post_vs_pre,Q9BVC6,TM109_HUMAN,TMEM109,6,0.5699745547073791,-0.11293293582321695,19.193826535974548,-1.259679872162305,0.21068612356549155,0.5869113442181549,-5.2179603090806745,0.8387184954131001
BFR_post_vs_pre,Q8WUH6,TM263_HUMAN,TMEM263,4,0.15076335877862596,-0.2741802336610739,15.73671151420497,-1.2579997285260351,0.21129062221290382,0.5874604656136339,-4.993568565861085,0.6529734174840925
BFR_post_vs_pre,Q96AD5,PLPL2_HUMAN,PNPLA2,2,0.1946564885496183,0.1515759991961012,14.655077450541471,1.2577690587704993,0.21137371411654585,0.5874604656136339,-5.00585690911678,0.7901215875612826
BFR_post_vs_pre,P47755,CAZA2_HUMAN,CAPZA2,14,0.7808069792802617,-0.19981192981919094,21.34042131624934,-1.2571755873191597,0.2116342354084788,0.5874604656136339,-5.493811215609778,0.7332364091248659
BFR_post_vs_pre,P26599,PTBP1_HUMAN,PTBP1,7,0.2050163576881134,0.2727976863727797,16.2726811506333,1.2569488771895432,0.21166935427209918,0.5874604656136339,-4.994210304121415,0.6546980666939238
BFR_post_vs_pre,P11177,ODPB_HUMAN,PDHB,48,0.6280216284987278,0.08821798820433813,21.00687324118274,1.255082266752311,0.21234331746791912,0.5874604656136339,-5.586440328804633,0.8722333720993733
BFR_post_vs_pre,Q9H993,ARMT1_HUMAN,ARMT1,9,0.4274809160305344,-0.134408791335197,17.611180504118465,-1.2549305807293143,0.212398154656208,0.5874604656136339,-5.195522935662169,0.8120133027678256
BFR_post_vs_pre,Q15477,SKIV2_HUMAN,SKIV2L,10,0.3198473282442748,-0.18219814371931875,16.57601956795928,-1.2546837814401857,0.21248739916380938,0.5874604656136339,-5.085463263799379,0.754121554702894
BFR_post_vs_pre,P43243,MATR3_HUMAN,MATR3,6,0.17938931297709923,-0.26865065190840554,15.608137564293262,-1.254559201583291,0.21253245862968556,0.5874604656136339,-5.015320999455651,0.6596481660137015
BFR_post_vs_pre,Q96AG4,LRC59_HUMAN,LRRC59,3,0.24936386768447838,-0.28067599838272805,15.564737215663866,-1.25388025381548,0.2127781513191123,0.5874604656136339,-5.005173156261899,0.647687101841649
BFR_post_vs_pre,Q9NY65,TBA8_HUMAN,TUBA8,13,0.721080446271286,0.1037945746308715,20.88331760504909,1.2534480838921587,0.21293465021021857,0.5874604656136339,-5.253826336991782,0.8516783637491664
BFR_post_vs_pre,P61026,RAB10_HUMAN,RAB10,11,0.7057598889659958,-0.09386253018731949,19.631414963248197,-1.2532469181147612,0.21300752582900662,0.5874604656136339,-5.269403815850101,0.8648911446444411
BFR_post_vs_pre,Q8WZ42,TITIN_HUMAN,TTN,3245,0.49395311636222494,-0.5541530953490508,19.619649655828173,-1.2522786227322462,0.21353010687771098,0.5879006544309516,-6.29217094164175,0.42502814965620667
BFR_post_vs_pre,Q13505,MTX1_HUMAN,MTX1,8,0.4933206106870229,0.10872434221459315,17.49481895552947,1.2516033585689694,0.21360361703989883,0.5879006544309516,-5.211457126398876,0.8454971271525218
BFR_post_vs_pre,O00186,STXB3_HUMAN,STXBP3,14,0.40567066521264994,-0.09234287642616579,17.45460671955546,-1.2506918933030073,0.21393471618070048,0.5879006544309516,-5.283448914378606,0.8672738377742033
BFR_post_vs_pre,P60602,ROMO1_HUMAN,ROMO1,3,0.7099236641221375,0.16649776899426172,21.224004898318018,1.2506768637180754,0.21394017897931078,0.5879006544309516,-4.96621248643204,0.7735620776951476
BFR_post_vs_pre,P13674,P4HA1_HUMAN,P4HA1,4,0.12786259541984732,0.17366451882842782,14.268388283439347,1.2496070729580084,0.21432927787207118,0.5880802711973409,-5.119948910863195,0.7653015460531054
BFR_post_vs_pre,Q09666,AHNK_HUMAN,AHNAK,305,0.4255787761231386,0.11750285300661645,18.56144635282367,1.2495267545767612,0.21439218302361965,0.5880802711973409,-5.952335534440506,0.8344784834841065
BFR_post_vs_pre,Q8IVD9,NUDC3_HUMAN,NUDCD3,10,0.3374045801526718,0.1178232841617941,15.81777088169301,1.2483514581868183,0.21478662409187227,0.5886314508896175,-5.23074854145024,0.8342474700513025
BFR_post_vs_pre,P28799,GRN_HUMAN,GRN,2,0.12595419847328243,-0.19006357155979536,14.166212314461822,-1.2474206942916215,0.21512610682182903,0.5887659784297802,-4.953656466363274,0.7467397510209813
BFR_post_vs_pre,P52564,MP2K6_HUMAN,MAP2K6,23,0.4975107865914371,-0.09166441746500098,19.39162068391803,-1.2471557766403605,0.21522280342337788,0.5887659784297802,-5.502420796424163,0.8686595390962923
BFR_post_vs_pre,Q12907,LMAN2_HUMAN,LMAN2,6,0.272264631043257,-0.19288973231683926,16.098833113179165,-1.2454744764787407,0.2158372295422335,0.5899163093148916,-4.945592813005346,0.7439775170640153
BFR_post_vs_pre,P13473,LAMP2_HUMAN,LAMP2,5,0.3816793893129771,-0.2828178566153703,17.966958479834453,-1.2442289485419245,0.21629322997357991,0.5906319619206734,-4.937273226827781,0.6485422375969987
BFR_post_vs_pre,P40121,CAPG_HUMAN,CAPG,5,0.3083969465648855,0.1969084295611907,16.450168458922928,1.242248140257813,0.21701987308725443,0.5915932640477528,-5.0243190304203145,0.7402035430447964
BFR_post_vs_pre,Q9UKU7,ACAD8_HUMAN,ACAD8,21,0.3609596510359869,0.14600849409988825,17.642045723659706,1.2421374149402755,0.21706054429076363,0.5915932640477528,-5.165640016751182,0.8000832427132041
BFR_post_vs_pre,Q53EU6,GPAT3_HUMAN,GPAT3,3,0.5623409669211196,-0.14521170196618272,17.64197156651378,-1.2416798064845282,0.2172286903160223,0.5915932640477528,-4.964507026171092,0.8011477470394446
BFR_post_vs_pre,O75369,FLNB_HUMAN,FLNB,33,0.2701827434651862,0.12854613336382315,16.117651188787818,1.2409686901679795,0.21749017523864478,0.5917755930911962,-5.54877128207586,0.8219216647414155
BFR_post_vs_pre,Q96K76,UBP47_HUMAN,USP47,16,0.36498091603053434,-0.09002414607020626,16.525042123328262,-1.238881565905746,0.21825895905751652,0.5923735406399084,-5.296225442102461,0.8719498874151794
BFR_post_vs_pre,Q16890,TPD53_HUMAN,TPD52L1,6,0.3193384223918575,-0.16095353559653702,16.700105578464992,-1.2378817209317532,0.21862794928445634,0.5923735406399084,-5.161923335535317,0.7829306496070045
BFR_post_vs_pre,Q9NP81,SYSM_HUMAN,SARS2,11,0.2970159611380985,0.142676545891824,16.403561178292843,1.237689635749335,0.2186988898803913,0.5923735406399084,-5.217579029292294,0.805029119731608
BFR_post_vs_pre,P39023,RL3_HUMAN,RPL3,5,0.09923664122137404,0.2193363822284251,14.395452348013707,1.237675798041078,0.21870400104887003,0.5923735406399084,-5.05647220533565,0.7164841097566423
BFR_post_vs_pre,Q9P015,RM15_HUMAN,MRPL15,4,0.25572519083969464,0.1950690759700926,16.35202504722643,1.2372151173081392,0.21887421021196146,0.5923735406399084,-4.984279150485138,0.7435195096832621
BFR_post_vs_pre,P03915,NU5M_HUMAN,MT-ND5,6,0.6692111959287531,0.15442762531922227,19.47939243215778,1.2371117781054464,0.21891240452882801,0.5923735406399084,-5.117453756495737,0.7908962567858434
BFR_post_vs_pre,P61201,CSN2_HUMAN,COPS2,29,0.5164516978152145,-0.07119854027541805,19.06203499929737,-1.2362224531998238,0.21924130110168671,0.5923735406399084,-5.519788266625262,0.89758303370839
BFR_post_vs_pre,Q9H223,EHD4_HUMAN,EHD4,11,0.3310201249132547,0.21192179631168884,17.459834368480216,1.2359492939943344,0.21934239506371844,0.5923735406399084,-5.104273393347923,0.7250525994133428
BFR_post_vs_pre,A2RTX5,SYTC2_HUMAN,TARS3,9,0.4351145038167939,0.10626000336444363,17.424903872002638,1.2352347337012357,0.21960700854205076,0.5923735406399084,-5.170421305362943,0.8512229468000945
BFR_post_vs_pre,Q01995,TAGL_HUMAN,TAGLN,32,0.4083969465648855,0.3832228802796145,18.94837567205456,1.235394593724569,0.2196922161351984,0.5923735406399084,-5.503944150799925,0.5594590737905689
BFR_post_vs_pre,P98160,PGBM_HUMAN,HSPG2,137,0.4046915919095113,-0.2561366679612256,17.780311961684607,-1.234925650255343,0.2198519813880528,0.5923735406399084,-5.71566983157535,0.678415041929925
BFR_post_vs_pre,P62253,UB2G1_HUMAN,UBE2G1,7,0.41657579062159217,-0.18114136345682752,16.728099328712688,-1.2329098003659262,0.22046957879405296,0.5931732004503029,-5.013669135556708,0.7604195664104864
BFR_post_vs_pre,Q9H7M6,ZSWM4_HUMAN,ZSWIM4,1,0.4732824427480916,-0.28300927053346214,20.517374500505856,-1.2327236356058107,0.22053875401357412,0.5931732004503029,-4.993574481606478,0.6519287670236905
BFR_post_vs_pre,Q9UIQ6,LCAP_HUMAN,LNPEP,5,0.349618320610687,0.21930306745968764,16.60927536453893,1.232022665655459,0.220799362599559,0.5932578187371831,-4.997323268619629,0.7180202764842671
BFR_post_vs_pre,P31153,METK2_HUMAN,MAT2A,13,0.6077510275983559,-0.08563324090195223,18.76948369127786,-1.231590195677654,0.22096025924695215,0.5932578187371831,-5.382464792929205,0.8787219954279062
BFR_post_vs_pre,P56378,ATP68_HUMAN,ATP5MPL,5,0.5435114503816794,0.2295674714161713,21.118232059895064,1.2301278632198256,0.22150493902673532,0.5938007193420175,-4.9693216559421325,0.7074916616047323
BFR_post_vs_pre,P22626,ROA2_HUMAN,HNRNPA2B1,24,0.48155216284987273,-0.14449512050297386,17.94229511638008,-1.229638433561884,0.2216874564132796,0.5938007193420175,-5.499422252008642,0.8043828162760727
BFR_post_vs_pre,P13667,PDIA4_HUMAN,PDIA4,18,0.2972858354537744,0.12745735963468263,16.13325863016402,1.229475970324367,0.2217480661316673,0.5938007193420175,-5.355140637634161,0.8253250416977418
BFR_post_vs_pre,Q9NR56,MBNL1_HUMAN,MBNL1,4,0.3797709923664122,-0.2396953296260378,17.67096627213417,-1.2284855075645913,0.22211783602062887,0.5942677723612604,-4.959204622797229,0.6972348730712402
BFR_post_vs_pre,P04179,SODM_HUMAN,SOD2,20,0.8812977099236642,0.0862876542261155,24.246885063977373,1.2276555635615019,0.22242802431198708,0.5945747363418846,-5.69575765316266,0.8783558814580656
BFR_post_vs_pre,Q16836,HCDH_HUMAN,HADH,36,0.6297709923664122,0.10238233885948134,21.36395863239675,1.227109399169988,0.22263232274703756,0.5945983545184269,-5.564556607752583,0.8574416112425005
BFR_post_vs_pre,Q8N142,PURA1_HUMAN,ADSS1,48,0.6622137404580153,0.0782318959847963,21.358170086637582,1.226325704089746,0.22292571009160442,0.5948596579812813,-5.69182618539767,0.8892120377229726
BFR_post_vs_pre,P08294,SODE_HUMAN,SOD3,13,0.3270698766881973,-0.16345029463092686,17.562095382342793,-1.2242295053045504,0.22371183161504168,0.5964341733330033,-5.322130780543486,0.7829003150985705
BFR_post_vs_pre,Q9UHQ4,BAP29_HUMAN,BCAP29,7,0.2998909487459106,-0.21180514033057207,15.554715006514904,-1.2229823024484483,0.22418051431406297,0.5971412387508067,-5.1015866066215265,0.7285398111942162
BFR_post_vs_pre,Q96IJ6,GMPPA_HUMAN,GMPPA,3,0.4173027989821883,-0.1664096229198293,16.056056412777817,-1.2220484047786202,0.2245319271138307,0.5971412387508067,-4.967509627485429,0.7799134928256486
BFR_post_vs_pre,Q9Y3F4,STRAP_HUMAN,STRAP,21,0.549618320610687,0.06229649739585952,19.06151864936553,1.2219580808451083,0.22456593594047433,0.5971412387508067,-5.464917156504295,0.911152341723447
BFR_post_vs_pre,A5D6W6,FITM1_HUMAN,FITM1,5,0.5435114503816794,-0.15450400435976164,19.24165888402842,-1.219934107834553,0.2253289836027028,0.5981256804308546,-5.0514675966399905,0.7943422155394135
BFR_post_vs_pre,Q02952,AKA12_HUMAN,AKAP12,33,0.2840619939856581,0.14736256040959894,15.958388009914874,1.2193018464372556,0.22556773398540408,0.5981256804308546,-5.568349392714545,0.8029661536112038
BFR_post_vs_pre,Q06828,FMOD_HUMAN,FMOD,16,0.05104961832061069,-0.7235110827382609,13.516680283912484,-1.2178457064977937,0.22626465605090268,0.5981256804308546,-5.062594357349736,0.3412385156257194
BFR_post_vs_pre,O95816,BAG2_HUMAN,BAG2,5,0.4870229007633588,-0.1925677904924008,17.854617374998973,-1.2172140833174765,0.2263574032179493,0.5981256804308546,-5.05420118665181,0.7511976861702738
BFR_post_vs_pre,Q9BYV6,TRI55_HUMAN,TRIM55,3,0.4198473282442748,0.18221761428572236,16.206724482900803,1.2163205654963598,0.2266959757054378,0.5981256804308546,-5.002236756124694,0.7630456289992625
BFR_post_vs_pre,Q9BW30,TPPP3_HUMAN,TPPP3,16,0.30963740458015265,0.265517472095933,17.453110032390043,1.2158448812432223,0.2269465622698264,0.5981256804308546,-5.358588776222804,0.6745070055695719
BFR_post_vs_pre,P21980,TGM2_HUMAN,TGM2,11,0.5572519083969465,0.2144013161016467,17.242144677771744,1.2150662029708714,0.22717189808759247,0.5981256804308546,-5.163698229087852,0.727782453228544
BFR_post_vs_pre,P36954,RPB9_HUMAN,POLR2I,3,0.31297709923664124,-0.15524638646805222,15.571739153833448,-1.2150191364806786,0.2271897698229704,0.5981256804308546,-5.070312754822377,0.7944776467333524
BFR_post_vs_pre,P45381,ACY2_HUMAN,ASPA,12,0.3505089058524173,0.18081365593156207,18.433528594788005,1.2146940479130102,0.2273132378012359,0.5981256804308546,-5.11662842709133,0.7650132636574474
BFR_post_vs_pre,Q6NUK1,SCMC1_HUMAN,SLC25A24,8,0.26622137404580154,0.17840586179880802,16.348541296154284,1.2145347827682986,0.227373744094526,0.5981256804308546,-5.058911483893976,0.7677833700921843
BFR_post_vs_pre,Q08043,ACTN3_HUMAN,ACTN3,94,0.4282929998375833,-0.7165859540012853,18.859078372352535,-1.214809552884303,0.22742920069492947,0.5981256804308546,-5.529291123339066,0.3460389922609075
BFR_post_vs_pre,P07741,APT_HUMAN,APRT,8,0.35877862595419846,0.22085618593762035,19.474068503778945,1.2141897792136953,0.22750485407396442,0.5981256804308546,-5.078995702129283,0.7210865769795399
BFR_post_vs_pre,P84157,MXRA7_HUMAN,MXRA7,4,0.5076335877862596,-0.10625913980702961,16.001170473125907,-1.2130038919815802,0.22795593792704505,0.5981256804308546,-5.2058441841715934,0.8546057096140943
BFR_post_vs_pre,O43639,NCK2_HUMAN,NCK2,3,0.3384223918575064,-0.1770336980469729,16.57450409853854,-1.2127190574216586,0.2280643786080724,0.5981256804308546,-4.987228870195047,0.7697585790607485
BFR_post_vs_pre,Q9UG63,ABCF2_HUMAN,ABCF2,10,0.3282442748091603,-0.17209218660437386,16.470817772541803,-1.2125598236832567,0.22812501747129296,0.5981256804308546,-5.289004879619247,0.7754370964015735
BFR_post_vs_pre,O76070,SYUG_HUMAN,SNCG,6,0.26208651399491095,0.24848368574387436,15.951276625679391,1.2123820008373984,0.2281927491527376,0.5981256804308546,-5.141810436687161,0.692705245288501
BFR_post_vs_pre,O14818,PSA7_HUMAN,PSMA7,12,0.5127226463104325,-0.11337483216146538,20.226212668769925,-1.2118560047255167,0.22839318309385023,0.5981256804308546,-5.3615418535973784,0.845845042647832
BFR_post_vs_pre,Q9NP92,RT30_HUMAN,MRPS30,3,0.40966921119592875,0.18327904304021025,16.672580344407553,1.2113596498832007,0.22858243872040723,0.5981256804308546,-5.068080070897822,0.7630025494614909
BFR_post_vs_pre,P12955,PEPD_HUMAN,PEPD,18,0.4626802374893978,-0.09198204655715969,18.2399241939877,-1.2107155098716766,0.22882821243774124,0.5981256804308546,-5.420745140868406,0.8731450158228776
BFR_post_vs_pre,Q9NZU5,LMCD1_HUMAN,LMCD1,54,0.6962114786542267,-0.08315197960818566,21.614471360740513,-1.21060969798858,0.2288686035573684,0.5981256804308546,-5.728263278284666,0.8846028340444227
BFR_post_vs_pre,P49419,AL7A1_HUMAN,ALDH7A1,22,0.5447605829285218,-0.06482942176696582,18.406549661777763,-1.2086599821310706,0.229613782391881,0.5991859132682663,-5.556236043213325,0.909020896295134
BFR_post_vs_pre,O60333,KIF1B_HUMAN,KIF1B,3,0.2900763358778626,-0.24586355463957688,16.482627840035217,-1.208517685955709,0.2296682363151869,0.5991859132682663,-5.022217020409997,0.69649500296981
BFR_post_vs_pre,O00629,IMA3_HUMAN,KPNA4,13,0.5437463300058719,-0.14160280441986117,18.80664917629938,-1.2072393892910804,0.23015783321534278,0.59983680255604,-5.28504103727782,0.8121963968789567
BFR_post_vs_pre,Q96KP4,CNDP2_HUMAN,CNDP2,19,0.4242667738047408,0.09485278746106474,18.392212327952805,1.2064265834965147,0.23046953520277427,0.59983680255604,-5.351813647624168,0.8700458027478946
BFR_post_vs_pre,Q9Y2K3,MYH15_HUMAN,MYH15,33,0.047189451769604436,-0.5216364505026228,14.622578875208522,-1.2066321440627308,0.2305175587614993,0.59983680255604,-5.093663036773798,0.4651180382817529
BFR_post_vs_pre,Q07699,SCN1B_HUMAN,SCN1B,2,0.48091603053435117,-0.14977575627074202,17.398261443776683,-1.2041688096728542,0.23133696403122445,0.59983680255604,-5.0222579223085395,0.8031179244182178
BFR_post_vs_pre,O43747,AP1G1_HUMAN,AP1G1,7,0.3675027262813523,0.1526955849094236,16.74868612417018,1.204060682595218,0.23137856505625812,0.59983680255604,-5.154662737604887,0.7997144576919841
BFR_post_vs_pre,B0YJ81,HACD1_HUMAN,HACD1,5,0.47022900763358777,-0.1950738884064691,17.82355750731564,-1.2040238930773755,0.23139272075743306,0.59983680255604,-5.045728944800206,0.7516250104188336
BFR_post_vs_pre,Q08211,DHX9_HUMAN,DHX9,6,0.4376590330788804,-0.15147250619043362,16.756995676266026,-1.2037858796537892,0.2314843175510189,0.59983680255604,-5.139863965915586,0.8012028587000293
BFR_post_vs_pre,P62826,RAN_HUMAN,RAN,15,0.7338422391857506,-0.08438548517442257,21.592990475104116,-1.2034446409779576,0.2316156850155012,0.59983680255604,-5.527125953875344,0.8838847413239441
BFR_post_vs_pre,Q07507,DERM_HUMAN,DPT,2,0.7061068702290076,-0.2159469520867141,18.96377340159217,-1.2032454637530796,0.23169238757506477,0.59983680255604,-4.966788889055032,0.7292133843845202
BFR_post_vs_pre,Q7Z4W1,DCXR_HUMAN,DCXR,22,0.6509368494101319,0.07786119364155653,20.372105918597875,1.2023776432612956,0.23202679631377393,0.6001698611476082,-5.534493516307673,0.8924831851789555
BFR_post_vs_pre,P33897,ABCD1_HUMAN,ABCD1,1,0.6793893129770993,-0.13245760541781415,15.176998525986303,-1.2016783802524886,0.2322965054503054,0.6001698611476082,-5.073983009012067,0.8241903608163359
BFR_post_vs_pre,P07108,ACBP_HUMAN,DBI,16,0.6030534351145038,-0.11026027640362557,21.112825164705626,-1.199640545621052,0.23308379594545509,0.6001698611476082,-5.460180286695085,0.8516510915244675
BFR_post_vs_pre,P41227,NAA10_HUMAN,NAA10,6,0.29516539440203565,0.14333083896242016,15.945443943221173,1.199598008062314,0.23310025020818154,0.6001698611476082,-5.282182770035172,0.81161370182917425
BFR_post_vs_pre,P19237,TNNI1_HUMAN,TNNI1,26,0.6467997651203757,-0.4032928546660557,21.19561990450631,-1.199823145433523,0.23315713076663044,0.6001698611476082,-5.528553720109132,0.5558751248223551
BFR_post_vs_pre,P82664,RT10_HUMAN,MRPS10,3,0.17302798982188294,0.23492959482731024,15.857288701351369,1.1994435675091981,0.2331599975109044,0.6001698611476082,-5.0091407750277845,0.7103022989433738
BFR_post_vs_pre,P20290,BTF3_HUMAN,BTF3,5,0.4106870229007634,-0.1964575138446314,17.487070919594135,-1.1993347645378336,0.2332020959488734,0.6001698611476082,-5.0163491601143635,0.7512531204505597
BFR_post_vs_pre,P55769,NH2L1_HUMAN,SNU13,2,0.5534351145038168,-0.1767682194957665,18.493538863547112,-1.1988189354685606,0.23340175684052625,0.6001759461613533,-5.035575305043388,0.7732161037863827
BFR_post_vs_pre,P00558,PGK1_HUMAN,PGK1,67,0.7534465079184232,-0.08226302658590612,23.902364710989776,-1.1978495181086617,0.23377731996784892,0.600633958903882,-5.766009296346865,0.887310811085557
BFR_post_vs_pre,P51888,PRELP_HUMAN,PRELP,27,0.33842239185750633,-0.34533489385512794,18.57164400390737,-1.1959771440419584,0.23463141303494506,0.6014501917745495,-5.460134978338635,0.6061391980484562
BFR_post_vs_pre,Q99536,VAT1_HUMAN,VAT1,19,0.38850944154278827,0.19393847054135804,16.95677465714203,1.195621851571045,0.23464198962993865,0.6014501917745495,-5.19611597755883,0.7549139499456192
BFR_post_vs_pre,Q3ZCW2,LEGL_HUMAN,LGALSL,6,0.35241730279898215,0.21751230099873453,18.50124052505403,1.1955030722794928,0.23468815832885936,0.6014501917745495,-5.049708841151087,0.7295819608744399
