contrast,protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,Protein.Names,Genes,NPrec,PropObs,mean_obs,gene,mapping_status,selected,annotated,label,padj,plot_p,pi_score,pi_value,signed_pi,fdr_significant,direction
BFR_post_vs_pre,A8MZF0,-0.32940157044202145,16.635665302687283,-1.0241672743702033,0.30826171119598217,0.6741424338304657,-5.2440089542456,PRR33_HUMAN,PRR33,11,0.3566967383761277,3.9236641221374047,PRR33,representative,TRUE,FALSE,PRR33,0.6741424338304657,0.30826171119598217,0.6786553993101407,0.16835069135658984,-0.16835069135658984,FALSE,not_significant
BFR_post_vs_pre,B0YJ81,-0.14256815611331675,17.488976361791675,-0.7780914851591952,0.43834355710751216,0.7520818390981681,-5.379658807190162,HACD1_HUMAN,HACD1,5,0.47022900763358777,2.351145038167939,HACD1,representative,TRUE,TRUE,HACD1,0.7520818390981681,0.43834355710751216,0.8890663475978389,0.05106582809564851,-0.05106582809564851,FALSE,not_significant
BFR_post_vs_pre,B4DJY2,-0.20463913824008628,15.42573557615822,-1.519109609268632,0.13187549087785272,0.5017255657996094,-4.622082849332212,TM233_HUMAN,TMEM233,2,0.25572519083969464,0.5114503816793893,TMEM233,representative,TRUE,FALSE,TMEM233,0.5017255657996094,0.13187549087785272,0.6606191174107021,0.1800488625764206,-0.1800488625764206,FALSE,not_significant
BFR_post_vs_pre,C9JRZ8,-0.13733205233372203,15.401648555565215,-0.7291321328103909,0.46761711863159705,0.7676693334470147,-5.464888903666124,AK1BF_HUMAN,AKR1B15,1,0.2595419847328244,0.2595419847328244,AKR1B15,representative,TRUE,TRUE,AKR1B15,0.7676693334470147,0.46761711863159705,0.900876734730904,0.04533462865295778,-0.04533462865295778,FALSE,not_significant
BFR_post_vs_pre,D6RIA3,-0.25928594480105893,14.53875237511651,-1.1083667769250127,0.270349593383222,0.6475617819462688,-5.162997735891116,CD054_HUMAN,C4orf54,7,0.18974918211559433,1.3282442748091603,C4orf54,representative,TRUE,FALSE,C4orf54,0.6475617819462688,0.270349593383222,0.7123711515235605,0.14729367622144143,-0.14729367622144143,FALSE,not_significant
BFR_post_vs_pre,E7EW31,-0.14621844238667947,17.629017892501615,-1.2160528996734215,0.22681408597811428,0.6041755249959927,-5.270944600655379,PROB1_HUMAN,PROB1,14,0.5458015267175572,7.641221374045801,PROB1,representative,TRUE,FALSE,PROB1,0.6041755249959927,0.22681408597811428,0.8049836773700404,0.09421292571907697,-0.09421292571907697,FALSE,not_significant
BFR_post_vs_pre,E9PAV3,0.006379501595898063,19.472397747685875,0.07519461688231067,0.9402093830003273,0.9845027801946095,-6.565990287451757,NACAM_HUMAN,NACA,103,0.6163936856147633,63.48854961832061,NACA,representative,TRUE,TRUE,NACA,0.9845027801946095,0.9402093830003273,0.9996067639629674,1.7081382824675115e-4,1.7081382824675115e-4,FALSE,not_significant
BFR_post_vs_pre,E9PB15,0.10275974667860055,17.038371319455695,0.586171844502858,0.5590745956316068,0.8175103430243885,-5.538297473292499,PTG3L_HUMAN,PTGES3L,2,0.37786259541984735,0.7557251908396947,PTGES3L,representative,TRUE,TRUE,PTGES3L,0.8175103430243885,0.5590745956316068,0.9419981640146159,0.025949943660517748,0.025949943660517748,FALSE,not_significant
BFR_post_vs_pre,L0R6Q1,0.11599792430720868,18.3748134639135,0.6876186529982107,0.4932772702784146,0.780082996827831,-5.406796882653707,S35U4_HUMAN,SLC35A4,3,0.51653944020356235,1.549618320610687,SLC35A4,representative,TRUE,TRUE,SLC35A4,0.780082996827831,0.4932772702784146,0.9212960414396826,0.03560079487937823,0.03560079487937823,FALSE,not_significant
BFR_post_vs_pre,O00116,-0.2112538191256217,15.526163435413771,-1.5363727900557693,0.12759022515283366,0.4944324393820637,-4.6517064425597665,ADAS_HUMAN,AGPS,3,0.22137404580152673,0.6641221374045801,AGPS,representative,TRUE,TRUE,AGPS,0.4944324393820637,0.12759022515283366,0.6472924054516236,0.18889948843981919,-0.18889948843981919,FALSE,not_significant
BFR_post_vs_pre,O00151,-0.03965536244303536,18.12471251842257,-0.30583260164481707,0.7603648752340006,0.9186398582135402,-6.118335453658386,PDLI1_HUMAN,PDLIM1,25,0.4537404580152672,11.34351145038168,PDLIM1,representative,TRUE,TRUE,PDLIM1,0.9186398582135402,0.7603648752340006,0.9891949399400496,0.0047181138652643275,-0.0047181138652643275,FALSE,not_significant
BFR_post_vs_pre,O00159,-7.235114326462622e-4,17.52699046747975,-0.008188727500036899,0.9934826510078244,0.9967593088277711,-6.240215168134527,MYO1C_HUMAN,MYO1C,34,0.4072743601257297,13.84732824427481,MYO1C,representative,TRUE,TRUE,MYO1C,0.9967593088277711,0.9934826510078244,0.9999952692017154,2.0545644498346763e-6,-2.0545644498346763e-6,FALSE,not_significant
BFR_post_vs_pre,O00161,0.3276434395728156,15.558843533295535,1.523868164176619,0.1306831185234363,0.4999019417320601,-4.645466137484707,SNP23_HUMAN,SNAP23,3,0.3053435114503817,0.916030534351145,SNAP23,representative,TRUE,TRUE,SNAP23,0.4999019417320601,0.1306831185234363,0.5133754703353195,0.28956488625382015,0.28956488625382015,FALSE,not_significant
BFR_post_vs_pre,O00165,0.18998568779183422,15.875582449658923,1.0205021309813829,0.3099413338428094,0.6753879208809644,-5.239149739937772,HAX1_HUMAN,HAX1,3,0.3536895674300255,1.0610687022900764,HAX1,representative,TRUE,TRUE,HAX1,0.6753879208809644,0.3099413338428094,0.8004798155697126,0.09664961452196096,0.09664961452196096,FALSE,not_significant
BFR_post_vs_pre,O00168,-0.044684323197113685,22.018309179580505,-0.34641331245648227,0.7297565294218502,0.9013070899314934,-5.584300389426987,PLM_HUMAN,FXYD1,1,0.9770992366412213,0.9770992366412213,FXYD1,representative,TRUE,TRUE,FXYD1,0.9013070899314934,0.7297565294218502,0.9860210829585627,0.006113798938426813,-0.006113798938426813,FALSE,not_significant
BFR_post_vs_pre,O00170,0.07732576180633544,15.938183833329942,0.4903115013627793,0.6249825247874792,0.8525546369522474,-5.4716033205682475,AIP_HUMAN,AIP,3,0.3384223918575064,1.015267175572519,AIP,representative,TRUE,TRUE,AIP,0.8525546369522474,0.6249825247874792,0.9643070188738417,0.015784672140272047,0.015784672140272047,FALSE,not_significant
BFR_post_vs_pre,O00178,-0.13275120276693286,15.585910039524652,-1.170372114392792,0.24461980937952427,0.6213303758755272,-5.025931523815279,GTPB1_HUMAN,GTPBP1,2,0.4122137404580153,0.8244274809160306,GTPBP1,representative,TRUE,TRUE,GTPBP1,0.6213303758755272,0.24461980937952427,0.8295098119766187,0.08117847249423252,-0.08117847249423252,FALSE,not_significant
BFR_post_vs_pre,O00186,-0.12464608411507427,17.1559026128139,-1.4360045032935218,0.15410727206646851,0.5353174016375608,-4.9884815027884475,STXB3_HUMAN,STXBP3,14,0.40567066521264994,5.679389312977099,STXBP3,representative,TRUE,TRUE,STXBP3,0.5353174016375608,0.15410727206646851,0.7920732270403356,0.10123466610059603,-0.10123466610059603,FALSE,not_significant
BFR_post_vs_pre,O00193,-0.09055083050785839,16.217945535747614,-0.865948216242571,0.38858166020242413,0.7283212632999225,-5.313374367718883,SMAP_HUMAN,SMAP,5,0.5725190839694656,2.8625954198473282,SMAP,representative,TRUE,FALSE,SMAP,0.7283212632999225,0.38858166020242413,0.9179674486318218,0.037172718722748826,-0.037172718722748826,FALSE,not_significant
BFR_post_vs_pre,O00217,0.21008350999824543,18.24977941251581,1.538708069299595,0.1270190730933576,0.4944324393820637,-4.724000029856019,NDUS8_HUMAN,NDUFS8,13,0.46271285965942455,6.015267175572519,NDUFS8,representative,TRUE,TRUE,NDUFS8,0.4944324393820637,0.1270190730933576,0.6482427097669741,0.18826235867087956,0.18826235867087956,FALSE,not_significant
BFR_post_vs_pre,O00231,-0.023850262961399693,18.595706314580347,-0.3959581579758682,0.6929754799445966,0.8846124255104755,-6.125034901042318,PSD11_HUMAN,PSMD11,36,0.5648854961832062,20.33587786259542,PSMD11,representative,TRUE,TRUE,PSMD11,0.8846124255104755,0.6929754799445966,0.9912908084010933,0.0037989207350135334,-0.0037989207350135334,FALSE,not_significant
BFR_post_vs_pre,O00232,-0.04496413407362354,17.583339055558167,-0.6098939111650072,0.54330899402258,0.8100740837934741,-5.918256448601307,PSD12_HUMAN,PSMD12,26,0.41603053435114506,10.816793893129772,PSMD12,representative,TRUE,TRUE,PSMD12,0.8100740837934741,0.54330899402258,0.9729412418903041,0.011913386960164994,-0.011913386960164994,FALSE,not_significant
BFR_post_vs_pre,O00233,-0.048743275645172446,17.532324774578317,-0.5813579521653355,0.562301200266113,0.8175103430243885,-5.665731341362963,PSMD9_HUMAN,PSMD9,9,0.5716709075487701,5.145038167938932,PSMD9,representative,TRUE,TRUE,PSMD9,0.8175103430243885,0.562301200266113,0.9723277275488348,0.012187329439162994,-0.012187329439162994,FALSE,not_significant
BFR_post_vs_pre,O00244,-0.05101472730219925,17.845957233845787,-0.366410167429226,0.714829485898841,0.8952290226859919,-5.607972352828534,ATOX1_HUMAN,ATOX1,7,0.4634678298800436,3.2442748091603053,ATOX1,representative,TRUE,TRUE,ATOX1,0.8952290226859919,0.714829485898841,0.9830196023641075,0.007437821828410837,-0.007437821828410837,FALSE,not_significant
BFR_post_vs_pre,O00264,-0.018308625268911527,16.403138603579286,-0.10058089545487103,0.9200835952579637,0.9817904484281548,-5.592928119892676,PGRC1_HUMAN,PGRMC1,3,0.3231552162849873,0.9694656488549618,PGRMC1,representative,TRUE,TRUE,PGRMC1,0.9817904484281548,0.9200835952579637,0.9984762230233251,6.622726387625121e-4,-6.622726387625121e-4,FALSE,not_significant
BFR_post_vs_pre,O00273,0.11427678356254667,14.551897639363558,0.9996427649974522,0.3198848638026505,0.6809047163917807,-5.247880486264232,DFFA_HUMAN,DFFA,3,0.1679389312977099,0.5038167938931297,DFFA,representative,TRUE,TRUE,DFFA,0.6809047163917807,0.3198848638026505,0.8778741706572871,0.056567728860872725,0.056567728860872725,FALSE,not_significant
BFR_post_vs_pre,O00299,0.38115961759577743,17.96470391333768,1.838673718145595,0.06891699032324168,0.3896784791117613,-4.214349175102603,CLIC1_HUMAN,CLIC1,8,0.4360687022900763,3.4885496183206106,CLIC1,representative,TRUE,TRUE,CLIC1,0.3896784791117613,0.06891699032324168,0.3607587703156055,0.44278310208236,0.44278310208236,FALSE,not_significant
BFR_post_vs_pre,O00303,-0.07119732874726736,18.024751173043992,-0.6474620104751672,0.5188096280270268,0.7947233344434762,-5.683935488041581,EIF3F_HUMAN,EIF3F,14,0.46946564885496184,6.572519083969466,EIF3F,representative,TRUE,TRUE,EIF3F,0.7947233344434762,0.5188096280270268,0.9543536367652052,0.020290667185703607,-0.020290667185703607,FALSE,not_significant
BFR_post_vs_pre,O00330,0.057090064771465165,20.207121366285396,0.8394431223333608,0.4032136285347909,0.7357983551306743,-5.947548726266866,ODPX_HUMAN,PDHX,32,0.7313931297709924,23.404580152671755,PDHX,representative,TRUE,TRUE,PDHX,0.7357983551306743,0.4032136285347909,0.9494672280827836,0.022520020825261423,0.022520020825261423,FALSE,not_significant
BFR_post_vs_pre,O00399,-0.31596655368940674,16.401129094513323,-1.4152044534467187,0.16010061021239747,0.5396764386659861,-4.735862672869174,DCTN6_HUMAN,DCTN6,3,0.3155216284987277,0.9465648854961832,DCTN6,representative,TRUE,TRUE,DCTN6,0.5396764386659861,0.16010061021239747,0.5605505642630213,0.25138520592370067,-0.25138520592370067,FALSE,not_significant
BFR_post_vs_pre,O00401,-0.050952281013454837,14.94943830663524,-0.5230832191633465,0.6020680279791355,0.836297233384717,-5.575384629683188,WASL_HUMAN,WASL,2,0.3893129770992366,0.7786259541984732,WASL,representative,TRUE,TRUE,WASL,0.836297233384717,0.6020680279791355,0.9744788976740679,0.011227561085032704,-0.011227561085032704,FALSE,not_significant
BFR_post_vs_pre,O00410,-0.08029189567464101,18.12303235988073,-1.3520168539135735,0.1794055487803939,0.5624719876558218,-5.363681854466348,IPO5_HUMAN,IPO5,47,0.5133993828163067,24.129770992366414,IPO5,representative,TRUE,TRUE,IPO5,0.5624719876558218,0.1794055487803939,0.8711422304848415,0.059910932395441506,-0.059910932395441506,FALSE,not_significant
BFR_post_vs_pre,O00418,-0.3070197542206383,16.541343059121584,-1.756373678828081,0.08207153102185863,0.41679732448830376,-4.296901799247114,EF2K_HUMAN,EEF2K,8,0.2919847328244275,2.33587786259542,EEF2K,representative,TRUE,TRUE,EEF2K,0.41679732448830376,0.08207153102185863,0.46412574463462286,0.33336434099132023,-0.33336434099132023,FALSE,not_significant
BFR_post_vs_pre,O00423,-0.1451210935310847,17.714248354734433,-1.7842770520397504,0.07739715810524576,0.4103756623881575,-4.6535156722282265,EMAL1_HUMAN,EML1,23,0.4221705940922668,9.709923664122137,EML1,representative,TRUE,TRUE,EML1,0.4103756623881575,0.07739715810524576,0.6898117042074056,0.1612694411232118,-0.1612694411232118,FALSE,not_significant
BFR_post_vs_pre,O00429,0.024536753415031143,18.01951829429275,0.4239449795085553,0.6725122133881453,0.877265074239596,-6.157464344556142,DNM1L_HUMAN,DNM1L,41,0.49283187488363434,20.206106870229007,DNM1L,representative,TRUE,TRUE,DNM1L,0.877265074239596,0.6725122133881453,0.990312638714387,0.004227678297404909,0.004227678297404909,FALSE,not_significant
BFR_post_vs_pre,O00442,-0.1606192960293633,18.967170217221835,-1.4724807495510643,0.14401678856208405,0.5203076850425887,-4.948125016997544,RTCA_HUMAN,RTCA,18,0.4923664122137405,8.86259541984733,RTCA,representative,TRUE,TRUE,RTCA,0.5203076850425887,0.14401678856208405,0.7325291443238288,0.13517509183770968,-0.13517509183770968,FALSE,not_significant
BFR_post_vs_pre,O00479,-0.02010176495373983,18.444707390221872,-0.12357050998391483,0.9019022060828465,0.9746310873548913,-5.609678509002168,HMGN4_HUMAN,HMGN4,1,0.5419847328244275,0.5419847328244275,HMGN4,representative,TRUE,TRUE,HMGN4,0.9746310873548913,0.9019022060828465,0.9979266615178736,9.013742120578825e-4,-9.013742120578825e-4,FALSE,not_significant
BFR_post_vs_pre,O00483,0.26153628810303786,21.878031761047964,1.6852625305546527,0.09504152449319683,0.4302326153397392,-4.430257967125023,NDUA4_HUMAN,NDUFA4,7,0.6619411123227917,4.633587786259542,NDUFA4,representative,TRUE,TRUE,NDUFA4,0.4302326153397392,0.09504152449319683,0.5403650639074491,0.2673127370790915,0.2673127370790915,FALSE,not_significant
BFR_post_vs_pre,O00487,-0.05944384246334167,19.039927365621686,-0.4500700452592637,0.6536295157362413,0.8674634878312878,-5.807205067852999,PSDE_HUMAN,PSMD14,10,0.43664122137404576,4.366412213740458,PSMD14,representative,TRUE,TRUE,PSMD14,0.8674634878312878,0.6536295157362413,0.9750403849580103,0.010977395992550685,-0.010977395992550685,FALSE,not_significant
BFR_post_vs_pre,O00499,-0.007153906850632552,21.78692185782749,-0.11842267694415136,0.9059691946851742,0.9757132750574832,-6.292784162405348,BIN1_HUMAN,BIN1,47,0.6728926425207081,31.625954198473284,BIN1,representative,TRUE,TRUE,BIN1,0.9757132750574832,0.9059691946851742,0.9992938013532975,3.0680652132081943e-4,-3.0680652132081943e-4,FALSE,not_significant
BFR_post_vs_pre,O00505,-0.10556397119697891,18.715754657046926,-1.2253551939165614,0.22330612797373942,0.6025473937639616,-5.256098727710251,IMA4_HUMAN,KPNA3,14,0.5774263904034896,8.083969465648854,KPNA3,representative,TRUE,TRUE,KPNA3,0.6025473937639616,0.22330612797373942,0.853625472340724,0.0687326339631994,-0.0687326339631994,FALSE,not_significant
BFR_post_vs_pre,O00560,-0.10242336693878684,17.015976768765768,-0.6881642536542629,0.49293513146081114,0.780082996827831,-5.460446164485194,SDCB1_HUMAN,SDCBP,5,0.3648854961832061,1.8244274809160306,SDCBP,representative,TRUE,TRUE,SDCBP,0.780082996827831,0.49293513146081114,0.9301103862441793,0.03146550597098351,-0.03146550597098351,FALSE,not_significant
BFR_post_vs_pre,O00571,-0.1509188871864353,18.168403108495113,-1.0471566974896067,0.29753988114448293,0.6639516961275586,-5.200548486897708,DDX3X_HUMAN,DDX3X,5,0.6656488549618321,3.3282442748091605,DDX3X,representative,TRUE,TRUE,DDX3X,0.6639516961275586,0.29753988114448293,0.8328140152147743,0.07945197480488955,-0.07945197480488955,FALSE,not_significant
BFR_post_vs_pre,O00629,-0.14327784030939839,18.52466800985915,-1.1457590772467476,0.2546164983810664,0.6311467562713944,-5.303830381332046,IMA3_HUMAN,KPNA4,13,0.5437463300058719,7.068702290076335,KPNA4,representative,TRUE,TRUE,KPNA4,0.6311467562713944,0.2546164983810664,0.8220092539337478,0.08512329327535047,-0.08512329327535047,FALSE,not_significant
BFR_post_vs_pre,O00743,0.14093391168272618,15.252636808483187,0.6774857685326658,0.4996548636963182,0.7838834942569365,-5.45992483781232,PPP6_HUMAN,PPP6C,5,0.19083969465648856,0.9541984732824428,PPP6C,representative,TRUE,TRUE,PPP6C,0.7838834942569365,0.4996548636963182,0.906843618501378,0.042467598802609585,0.042467598802609585,FALSE,not_significant
BFR_post_vs_pre,O00748,0.18693979296337204,16.587009397415976,1.2985855062055007,0.19705881785394425,0.5821935651738257,-5.113921645785987,EST2_HUMAN,CES2,13,0.3417498532002349,4.442748091603053,CES2,representative,TRUE,TRUE,CES2,0.5821935651738257,0.19705881785394425,0.7381283713487871,0.13186810142875227,0.13186810142875227,FALSE,not_significant
BFR_post_vs_pre,O00757,0.21624975900991927,22.474242131688808,2.274548403685065,0.02505851860665651,0.24716389217917462,-3.72954996088212,F16P2_HUMAN,FBP2,29,0.7186101605685707,20.83969465648855,FBP2,representative,TRUE,TRUE,FBP2,0.24716389217917462,0.02505851860665651,0.45058267561751286,0.34622551041147115,0.34622551041147115,FALSE,not_significant
BFR_post_vs_pre,O00763,-0.0366502617684219,16.046188699369903,-0.26348307088139733,0.7927178799600982,0.9289090103384511,-5.810388618550288,ACACB_HUMAN,ACACB,16,0.23282442748091603,3.7251908396946565,ACACB,representative,TRUE,TRUE,ACACB,0.9289090103384511,0.7927178799600982,0.9915227247284323,0.0036973277410148418,-0.0036973277410148418,FALSE,not_significant
BFR_post_vs_pre,O00764,-0.15040449520231292,17.95530685712485,-1.2237963142077264,0.22389122824184557,0.602682333331085,-5.101583300357365,PDXK_HUMAN,PDXK,12,0.4592875318066158,5.511450381679389,PDXK,representative,TRUE,TRUE,PDXK,0.602682333331085,0.22389122824184557,0.7984406783379455,0.09775734505777367,-0.09775734505777367,FALSE,not_significant
BFR_post_vs_pre,O14521,0.32013436415945407,19.56762318331543,1.294753379711099,0.19837288049942406,0.5821935651738257,-4.940825242980448,DHSD_HUMAN,SDHD,5,0.383206106870229,1.916030534351145,SDHD,representative,TRUE,TRUE,SDHD,0.5821935651738257,0.19837288049942406,0.5957992369506391,0.2249000573283251,0.2249000573283251,FALSE,not_significant
BFR_post_vs_pre,O14548,0.1319026935552543,16.04561962661351,0.6989257784560527,0.4862131780293728,0.7764628099296441,-5.4679389489489,COX7R_HUMAN,COX7A2L,4,0.2595419847328244,1.0381679389312977,COX7A2L,representative,TRUE,TRUE,COX7A2L,0.7764628099296441,0.4862131780293728,0.909267360131965,0.0413083984530204,0.0413083984530204,FALSE,not_significant
BFR_post_vs_pre,O14558,0.12412298896605378,23.723134832898495,1.1059619396887066,0.27138411771035664,0.6482144393958151,-5.5480380484401906,HSPB6_HUMAN,HSPB6,17,0.8230803771890436,13.992366412213741,HSPB6,representative,TRUE,TRUE,HSPB6,0.6482144393958151,0.27138411771035664,0.8505401240319336,0.07030519382727507,0.07030519382727507,FALSE,not_significant
