contrast,protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,Protein.Names,Genes,NPrec,PropObs,mean_obs,gene,mapping_status,selected,annotated,label,padj,plot_p,pi_score,pi_value,signed_pi,fdr_significant,direction
BFR_post_vs_pre,A0A0B4J2F0,0.2579898321182448,17.42484191990907,1.7719433804049227,0.0794659127809916,0.41144386519328235,-4.312167990153213,PIOS1_HUMAN,PIGBOS1,1,0.5343511450381679,0.5343511450381679,PIGBOS1,representative,TRUE,TRUE,PIGBOS1,0.41144386519328235,0.0794659127809916,0.520304819728089,0.2837421510948947,0.2837421510948947,FALSE,not_significant
BFR_post_vs_pre,A0A0U1RRL7,0.026146540383059858,16.82861180297213,0.22493041291760504,0.8224902425872705,0.941669295427353,-5.673871472164572,MMPOS_HUMAN,MMP24OS,1,0.7404580152671756,0.7404580152671756,MMP24OS,representative,TRUE,FALSE,MMP24OS,0.941669295427353,0.8224902425872705,0.9949035095297203,0.002219037154595748,0.002219037154595748,FALSE,not_significant
BFR_post_vs_pre,A0AVT1,-0.06680730595319417,16.698284583421287,-0.3493287966825979,0.7275735656194325,0.9008277534056409,-5.770678068706607,UBA6_HUMAN,UBA6,20,0.21984732824427483,4.396946564885496,UBA6,representative,TRUE,TRUE,UBA6,0.9008277534056409,0.7275735656194325,0.9789767293634085,0.009227631413589909,-0.009227631413589909,FALSE,not_significant
BFR_post_vs_pre,A0FGR8,-0.06990326851864026,16.53374289668967,-0.7309635580715248,0.46650263743849973,0.7674929433773049,-5.617187185589898,ESYT2_HUMAN,ESYT2,14,0.33478735005452565,4.687022900763359,ESYT2,representative,TRUE,TRUE,ESYT2,0.7674929433773049,0.46650263743849973,0.9480949197601457,0.023148180526456584,-0.023148180526456584,FALSE,not_significant
BFR_post_vs_pre,A1A4S6,-0.1010331311612731,13.586227228856831,-1.002364441080594,0.3185755747597852,0.6805245228736115,-5.164037016484276,RHG10_HUMAN,ARHGAP10,1,0.35877862595419846,0.35877862595419846,ARHGAP10,representative,TRUE,TRUE,ARHGAP10,0.6805245228736115,0.3185755747597852,0.8908570082045029,0.0501919991408653,-0.0501919991408653,FALSE,not_significant
BFR_post_vs_pre,A1IGU5,0.023689670347570413,14.9942681011373,0.2641561028584994,0.7922007063026006,0.9289090103384511,-5.66831384836807,ARH37_HUMAN,ARHGEF37,1,0.2595419847328244,0.2595419847328244,ARHGEF37,representative,TRUE,TRUE,ARHGEF37,0.9289090103384511,0.7922007063026006,0.9944969140512332,0.002396560164080772,0.002396560164080772,FALSE,not_significant
BFR_post_vs_pre,A1L0T0,0.18113034393213923,17.212632178907423,1.4151247680624655,0.1601239099474768,0.5396764386659861,-4.794077384917414,ILVBL_HUMAN,ILVBL,6,0.4376590330788804,2.6259541984732824,ILVBL,representative,TRUE,TRUE,ILVBL,0.5396764386659861,0.1601239099474768,0.7176337833994713,0.144097124592426,0.144097124592426,FALSE,not_significant
BFR_post_vs_pre,A1L4K1,-0.20547085279247312,16.535071617997026,-1.4849670566209292,0.14068332829915242,0.5133602476710976,-4.823958612188809,FSD2_HUMAN,FSD2,10,0.3709923664122138,3.7099236641221376,FSD2,representative,TRUE,FALSE,FSD2,0.5133602476710976,0.14068332829915242,0.6683265090951189,0.17501131229333297,-0.17501131229333297,FALSE,not_significant
BFR_post_vs_pre,A2RRP1,-0.16839649124107225,15.517463527835766,-0.810398305637079,0.4196266454125833,0.7449932520444317,-5.335143938317832,NBAS_HUMAN,NBAS,4,0.16603053435114504,0.6641221374045801,NBAS,representative,TRUE,TRUE,NBAS,0.7449932520444317,0.4196266454125833,0.863955675829888,0.0635085378871694,-0.0635085378871694,FALSE,not_significant
BFR_post_vs_pre,A2RTX5,0.16849377953953493,17.113266646963194,1.637147076354852,0.10472820353293465,0.45382221530938344,-4.583719331828192,SYTC2_HUMAN,TARS3,9,0.4351145038167939,3.9160305343511452,TARS3,representative,TRUE,TRUE,TARS3,0.45382221530938344,0.10472820353293465,0.6837334407274899,0.1651131786662073,0.1651131786662073,FALSE,not_significant
BFR_post_vs_pre,A3KMH1,0.24034132951467413,15.463434785334325,1.6230444596790305,0.10771350790067814,0.4608501983598634,-4.605880055079569,VWA8_HUMAN,VWA8,6,0.22010178117048348,1.3206106870229009,VWA8,representative,TRUE,FALSE,VWA8,0.4608501983598634,0.10771350790067814,0.5853485218507032,0.23258547400885834,0.23258547400885834,FALSE,not_significant
BFR_post_vs_pre,A4UGR9,-0.010736944325236308,14.200732989965307,-0.03576763610547546,0.9715408876437643,0.9920870695576808,-5.9891897772463105,XIRP2_HUMAN,XIRP2,45,0.10059372349448685,4.526717557251908,XIRP2,representative,TRUE,TRUE,XIRP2,0.9920870695576808,0.9715408876437643,0.9996900518041417,1.3462965632463032e-4,-1.3462965632463032e-4,FALSE,not_significant
BFR_post_vs_pre,A5D6W6,-0.1898206207272537,18.826472925062042,-1.3019104501682472,0.19592392179877394,0.5813889103984707,-4.897988277188875,FITM1_HUMAN,FITM1,5,0.5435114503816794,2.717557251908397,FITM1,representative,TRUE,TRUE,FITM1,0.5813889103984707,0.19592392179877394,0.7338775514243913,0.13437639672825316,-0.13437639672825316,FALSE,not_significant
BFR_post_vs_pre,A5D8V6,0.018298371688173276,16.13763977604873,0.13003544496934472,0.8967983679437048,0.9738192191941759,-5.568446545508226,VP37C_HUMAN,VPS37C,2,0.4389312977099237,0.8778625954198473,VPS37C,representative,TRUE,TRUE,VPS37C,0.9738192191941759,0.8967983679437048,0.9980088489833655,8.65607963522156e-4,8.65607963522156e-4,FALSE,not_significant
BFR_post_vs_pre,A5YM72,0.5549994679316583,17.758088757914493,3.7134578001086216,3.3593956927489377e-4,0.025710209390410705,0.11410655754815124,CRNS1_HUMAN,CARNS1,25,0.4570992366412214,11.427480916030534,CARNS1,representative,TRUE,TRUE,CARNS1,0.025710209390410705,3.3593956927489377e-4,0.01180529360296113,1.9279232073518566,1.9279232073518566,TRUE,up
BFR_post_vs_pre,A6NDG6,0.02786082677689805,19.24866800779253,0.2997282281593245,0.7650036553651953,0.9195035510559949,-6.012516545322334,PGP_HUMAN,PGP,24,0.491412213740458,11.793893129770993,PGP,representative,TRUE,TRUE,PGP,0.9195035510559949,0.7650036553651953,0.9925645709029437,0.003241230786848444,0.003241230786848444,FALSE,not_significant
BFR_post_vs_pre,A6NGB9,-0.11763389976549021,13.983235792092325,-1.0590734006615923,0.29210582468036944,0.6592707591478006,-5.283211845250623,WIPF3_HUMAN,WIPF3,3,0.26717557251908397,0.8015267175572519,WIPF3,representative,TRUE,TRUE,WIPF3,0.6592707591478006,0.29210582468036944,0.8652257011005332,0.0628705885390485,-0.0628705885390485,FALSE,not_significant
BFR_post_vs_pre,A6NHZ5,-0.06491569196974467,16.397688472454,-0.5630556570187715,0.5746513320007534,0.821470560125137,-5.555323189320163,LR14B_HUMAN,LRRC14B,2,0.4312977099236641,0.8625954198473282,LRRC14B,representative,TRUE,FALSE,LRRC14B,0.821470560125137,0.5746513320007534,0.9646762162734064,0.015618428709639458,-0.015618428709639458,FALSE,not_significant
BFR_post_vs_pre,A6NNS2,-0.34204287029117,19.406170660690044,-3.2631391258436815,0.0015062393829904255,0.06012763304245358,-1.249400151469426,DRS7C_HUMAN,DHRS7C,22,0.553088133240805,12.16793893129771,DHRS7C,representative,TRUE,TRUE,DHRS7C,0.06012763304245358,0.0015062393829904255,0.10832252205342838,0.965281236942388,-0.965281236942388,FALSE,not_significant
BFR_post_vs_pre,A8MU46,-0.6262682823737009,18.632314642246083,-4.073865394402367,9.279560524742184e-5,0.010857085813948356,1.2031711881772464,SMTL1_HUMAN,SMTNL1,40,0.46087786259541985,18.435114503816795,SMTNL1,representative,TRUE,TRUE,SMTNL1,0.010857085813948356,9.279560524742184e-5,0.0029825677428409482,2.525409683447093,-2.525409683447093,TRUE,down
BFR_post_vs_pre,A8MXV4,0.27634029685773065,17.32886358645257,2.031421904638684,0.04485261823603583,0.32316739067116357,-3.8725702995966094,NUD19_HUMAN,NUDT19,7,0.4591057797164667,3.213740458015267,NUDT19,representative,TRUE,TRUE,NUDT19,0.32316739067116357,0.04485261823603583,0.4240671586271628,0.37256535965363824,0.37256535965363824,FALSE,not_significant
