set_id,database,pathway,msigdb_id,source_id,description,url,source_size,measured_size,measured_fraction,status,representative,jaccard
GOBP|GOBP_NONASSOCIATIVE_LEARNING,GOBP,GOBP_NONASSOCIATIVE_LEARNING,M48466,GO:0046958,"A simple form of learning whereby the repeated presence of a stimulus leads to a change in the probability or strength of the response to that stimulus. There is no association of one type of stimulus with another, rather it is a generalized response to the environment. [ISBN:0582227089]",http://amigo.geneontology.org/amigo/term/GO:0046958,7,2,0.2857142857142857,source_too_small,NA,NA
GOBP|GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,GOBP,GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,M12996,GO:0019184,"The biosynthetic process in which peptide bond formation occurs in the absence of the translational machinery. Examples include the synthesis of antibiotic peptides, and glutathione. [ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0019184,17,6,0.35294117647058826,too_few_measured,NA,NA
GOBP|GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,GOBP,GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,M13738,GO:0038061,"An intracellular signaling cassette characterized by the NIK-dependent processing and activation of NF-kappaB. Begins with activation of the NF-kappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-kappa B2 protein (p100) leading to p100 processing and release of an active NF-kappaB (p52). The non-canonical NF-kappaB signaling pathway is generally activated by ligands of the TNF receptor superfamily, including lymphotoxin beta (LTB), CD40, OX40, RANK, TWEAK and B cell-activating factor (BAFF). [GOC:bf, GOC:mg2, GOC:signaling, GOC:vs, PMID:11239468, PMID:15140882, PMID:34659217]",http://amigo.geneontology.org/amigo/term/GO:0038061,144,21,0.14583333333333334,retained,NA,NA
GOBP|GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY,GOBP,GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY,M10871,GO:0035567,A type of Wnt signaling pathway in which Wnt binding to its receptor on the surface of a target cell results in the by propagation of the molecular signals via effectors other than beta-catenin. [PMID:37804416],http://amigo.geneontology.org/amigo/term/GO:0035567,69,4,0.057971014492753624,too_few_measured,NA,NA
GOBP|GOBP_NON_LYTIC_VIRAL_RELEASE,GOBP,GOBP_NON_LYTIC_VIRAL_RELEASE,M42831,GO:0046753,"The exit of a viral particle from a host cell that does not involve cell lysis. [GOC:bf, GOC:jl, ISBN:0072370319]",http://amigo.geneontology.org/amigo/term/GO:0046753,15,11,0.7333333333333333,too_few_measured,NA,NA
GOBP|GOBP_NON_MOTILE_CILIUM_ASSEMBLY,GOBP,GOBP_NON_MOTILE_CILIUM_ASSEMBLY,M25360,GO:1905515,"The aggregation, arrangement and bonding together of a set of components to form a non-motile cilium. [GO_REF:0000079, GOC:cilia, GOC:kmv, GOC:TermGenie, PMID:14521833, PMID:14521834]",http://amigo.geneontology.org/amigo/term/GO:1905515,67,5,0.07462686567164178,too_few_measured,NA,NA
GOBP|GOBP_NON_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS,GOBP,GOBP_NON_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS,M48541,GO:0170043,The chemical reactions and pathways resulting in the formation of non-proteinogenic amino acids. [GOC:ew],http://amigo.geneontology.org/amigo/term/GO:0170043,18,3,0.16666666666666666,too_few_measured,NA,NA
GOBP|GOBP_NON_PROTEINOGENIC_AMINO_ACID_CATABOLIC_PROCESS,GOBP,GOBP_NON_PROTEINOGENIC_AMINO_ACID_CATABOLIC_PROCESS,M48542,GO:0170044,The chemical reactions and pathways resulting in the breakdown of non-proteinogenic amino acids. [GOC:ew],http://amigo.geneontology.org/amigo/term/GO:0170044,19,6,0.3157894736842105,too_few_measured,NA,NA
GOBP|GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,GOBP,GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,M48540,GO:0170041,The chemical reactions and pathways involving non-proteingenic amino acids. [GOC:ew],http://amigo.geneontology.org/amigo/term/GO:0170041,62,17,0.27419354838709675,retained,NA,NA
GOBP|GOBP_NORADRENERGIC_NEURON_DEVELOPMENT,GOBP,GOBP_NORADRENERGIC_NEURON_DEVELOPMENT,M42619,GO:0003358,"The process whose specific outcome is the progression of a noradrenergic neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0003358,5,0,0,source_too_small,NA,NA
GOBP|GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION,GOBP,GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION,M22351,GO:0003357,"The process in which a relatively unspecialized cell acquires specialized features of an noradrenergic neuron, a neuron that secretes noradrenaline. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0003357,13,0,0,source_too_small,NA,NA
GOBP|GOBP_NOREPINEPHRINE_BIOSYNTHETIC_PROCESS,GOBP,GOBP_NOREPINEPHRINE_BIOSYNTHETIC_PROCESS,M23532,GO:0042421,"The chemical reactions and pathways resulting in the formation of norepinephrine, a hormone secreted by the adrenal medulla, and a neurotransmitter in the sympathetic peripheral nervous system and in some tracts in the central nervous system. It is also the demethylated biosynthetic precursor of epinephrine. [GOC:jl, ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0042421,9,0,0,source_too_small,NA,NA
GOBP|GOBP_NOREPINEPHRINE_METABOLIC_PROCESS,GOBP,GOBP_NOREPINEPHRINE_METABOLIC_PROCESS,M23529,GO:0042415,"The chemical reactions and pathways involving norepinephrine, a hormone secreted by the adrenal medulla, and a neurotransmitter in the sympathetic peripheral nervous system and in some tracts in the central nervous system. It is also the demethylated biosynthetic precursor of epinephrine. [GOC:jl, ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0042415,18,2,0.1111111111111111,too_few_measured,NA,NA
GOBP|GOBP_NOREPINEPHRINE_SECRETION,GOBP,GOBP_NOREPINEPHRINE_SECRETION,M48469,GO:0048243,"The regulated release of norepinephrine by a cell. Norepinephrine is a catecholamine and it acts as a hormone and as a neurotransmitter of most of the sympathetic nervous system. [GOC:ef, GOC:jid]",http://amigo.geneontology.org/amigo/term/GO:0048243,13,1,0.07692307692307693,source_too_small,NA,NA
GOBP|GOBP_NOREPINEPHRINE_TRANSPORT,GOBP,GOBP_NOREPINEPHRINE_TRANSPORT,M22791,GO:0015874,"The directed movement of norepinephrine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Norepinephrine (3,4-dihydroxyphenyl-2-aminoethanol) is a hormone secreted by the adrenal medulla and a neurotransmitter in the sympathetic peripheral nervous system and in some tracts of the CNS. It is also the biosynthetic precursor of epinephrine. [GOC:ai, ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0015874,23,2,0.08695652173913043,too_few_measured,NA,NA
GOBP|GOBP_NOREPINEPHRINE_UPTAKE,GOBP,GOBP_NOREPINEPHRINE_UPTAKE,M29233,GO:0051620,"The directed movement of norepinephrine into a cell, typically presynaptic neurons or glial cells. Norepinephrine (3,4-dihydroxyphenyl-2-aminoethanol) is a hormone secreted by the adrenal medulla and a neurotransmitter in the sympathetic peripheral nervous system and in some tracts of the CNS. It is also the biosynthetic precursor of epinephrine. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051620,9,1,0.1111111111111111,source_too_small,NA,NA
GOBP|GOBP_NOSE_DEVELOPMENT,GOBP,GOBP_NOSE_DEVELOPMENT,M12568,GO:0043584,"The process whose specific outcome is the progression of the nose over time, from its formation to the mature structure. The nose is the specialized structure of the face that serves as the organ of the sense of smell and as part of the respiratory system. Includes the nasi externus (external nose) and cavitas nasi (nasal cavity). [GOC:jl]",http://amigo.geneontology.org/amigo/term/GO:0043584,16,0,0,too_few_measured,NA,NA
GOBP|GOBP_NOTCH_RECEPTOR_PROCESSING,GOBP,GOBP_NOTCH_RECEPTOR_PROCESSING,M10979,GO:0007220,"The series of successive proteolytic cleavages of the Notch protein, which result in an active form of the receptor. [PMID:12651094, PMID:14986688]",http://amigo.geneontology.org/amigo/term/GO:0007220,9,0,0,source_too_small,NA,NA
GOBP|GOBP_NOTCH_SIGNALING_PATHWAY,GOBP,GOBP_NOTCH_SIGNALING_PATHWAY,M3744,GO:0007219,"The series of molecular signals initiated by an extracellular ligand binding to the receptor Notch on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:go_curators, GOC:signaling]",http://amigo.geneontology.org/amigo/term/GO:0007219,193,18,0.09326424870466321,retained,NA,NA
GOBP|GOBP_NOTOCHORD_DEVELOPMENT,GOBP,GOBP_NOTOCHORD_DEVELOPMENT,M15882,GO:0030903,"The process whose specific outcome is the progression of the notochord over time, from its formation to the mature structure. The notochord is a mesoderm-derived structure located ventral of the developing nerve cord. In vertebrates, the notochord serves as a core around which other mesodermal cells form the vertebrae. In the most primitive chordates, which lack vertebrae, the notochord persists as a substitute for a vertebral column. [GOC:dgh]",http://amigo.geneontology.org/amigo/term/GO:0030903,18,3,0.16666666666666666,too_few_measured,NA,NA
GOBP|GOBP_NOTOCHORD_MORPHOGENESIS,GOBP,GOBP_NOTOCHORD_MORPHOGENESIS,M23867,GO:0048570,"The process in which the anatomical structures of the notochord are generated and organized. The notochord is a mesoderm-derived structure located ventral of the developing nerve cord. In vertebrates, the notochord serves as a core around which other mesodermal cells form the vertebrae. In the most primitive chordates, which lack vertebrae, the notochord persists as a substitute for a vertebral column. [GOC:jid]",http://amigo.geneontology.org/amigo/term/GO:0048570,9,1,0.1111111111111111,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_BODY_ORGANIZATION,GOBP,GOBP_NUCLEAR_BODY_ORGANIZATION,M22975,GO:0030575,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of any of the extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins. [GOC:dph, GOC:jl, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0030575,18,1,0.05555555555555555,too_few_measured,NA,NA
GOBP|GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,GOBP,GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,M16660,GO:0098813,"The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles. [GOC:dos]",http://amigo.geneontology.org/amigo/term/GO:0098813,346,59,0.17052023121387283,redundant,GOBP|GOBP_CHROMOSOME_SEGREGATION,0.7763157894736842
GOBP|GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,GOBP,GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,M15019,GO:0006998,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear envelope. [GOC:dph, GOC:ems, GOC:jl, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0006998,58,31,0.5344827586206896,redundant,GOBP|GOBP_NUCLEUS_ORGANIZATION,0.62
GOBP|GOBP_NUCLEAR_EXPORT,GOBP,GOBP_NUCLEAR_EXPORT,M15413,GO:0051168,The directed movement of substances out of the nucleus. [GOC:ai],http://amigo.geneontology.org/amigo/term/GO:0051168,181,52,0.287292817679558,redundant,GOBP|GOBP_NUCLEAR_TRANSPORT,0.5252525252525253
GOBP|GOBP_NUCLEAR_HISTONE_MRNA_CATABOLIC_PROCESS,GOBP,GOBP_NUCLEAR_HISTONE_MRNA_CATABOLIC_PROCESS,M50494,GO:0071045,"The chemical reactions and pathways resulting in the breakdown of histone messenger RNA (mRNA) within the nucleus. [GOC:dgf, GOC:krc, PMID:17179095, PMID:17855393]",http://amigo.geneontology.org/amigo/term/GO:0071045,12,2,0.16666666666666666,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,GOBP,GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,M24514,GO:0071763,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear inner or outer membrane. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0071763,47,25,0.5319148936170213,redundant,GOBP|GOBP_NUCLEUS_ORGANIZATION,0.5
GOBP|GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,GOBP,GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,M10274,GO:0031468,The reformation of the nuclear membranes following their breakdown in the context of a normal process. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0031468,26,16,0.6153846153846154,redundant,GOBP|GOBP_MEMBRANE_BIOGENESIS,0.5
GOBP|GOBP_NUCLEAR_MIGRATION_ALONG_MICROTUBULE,GOBP,GOBP_NUCLEAR_MIGRATION_ALONG_MICROTUBULE,M45838,GO:0030473,"The directed movement of the nucleus along microtubules within the cell, mediated by motor proteins. [GOC:mah, GOC:sgd_curators]",http://amigo.geneontology.org/amigo/term/GO:0030473,5,3,0.6,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_MRNA_SURVEILLANCE,GOBP,GOBP_NUCLEAR_MRNA_SURVEILLANCE,M45199,GO:0071028,"A process that identifies and degrades defective or aberrant mRNAs within the nucleus. [GOC:dgf, GOC:krc, PMID:11586364, PMID:12417728, PMID:14718167, PMID:18644474]",http://amigo.geneontology.org/amigo/term/GO:0071028,11,0,0,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_PORE_COMPLEX_ASSEMBLY,GOBP,GOBP_NUCLEAR_PORE_COMPLEX_ASSEMBLY,M14652,GO:0051292,"The aggregation, arrangement and bonding together of a set of components to form a nuclear pore complex. [GOC:ai, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0051292,11,5,0.45454545454545453,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_PORE_LOCALIZATION,GOBP,GOBP_NUCLEAR_PORE_LOCALIZATION,M46819,GO:0051664,"Any process in which nuclear pores are transported to, or maintained in, a specific location. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051664,5,3,0.6,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_PORE_ORGANIZATION,GOBP,GOBP_NUCLEAR_PORE_ORGANIZATION,M11924,GO:0006999,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear pore. [GOC:dph, GOC:jid, GOC:jl, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0006999,15,7,0.4666666666666667,too_few_measured,NA,NA
GOBP|GOBP_NUCLEAR_RECEPTOR_MEDIATED_CORTICOSTEROID_SIGNALING_PATHWAY,GOBP,GOBP_NUCLEAR_RECEPTOR_MEDIATED_CORTICOSTEROID_SIGNALING_PATHWAY,M23045,GO:0031958,"A nuclear receptor-mediated signaling pathway initiated by a corticosteroid binding to an intracellular receptor of the nuclear receptor protein family, and ending with regulation of a downstream cellular process, e.g. transcription. [PMID:11027914, PMID:12606724]",http://amigo.geneontology.org/amigo/term/GO:0031958,14,3,0.21428571428571427,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GOBP,GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,M49582,GO:0141193,"The series of molecular signals initiated by a signaling molecule binding to an intracellular receptor of the nuclear receptor protein family, and ending with regulation of a downstream cellular process, e.g. transcription. [PMID:25614732]",http://amigo.geneontology.org/amigo/term/GO:0141193,211,33,0.15639810426540285,redundant,GOBP|GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,0.6666666666666666
GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,GOBP,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,M22162,GO:0000956,The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells. [GOC:krc],http://amigo.geneontology.org/amigo/term/GO:0000956,148,37,0.25,retained,NA,NA
GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,GOBP,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,M14218,GO:0000288,"A major pathway of degradation of nuclear-transcribed mRNAs that proceeds through a series of ordered steps that includes poly(A) tail shortening and that can regulate mRNA stability. [GOC:jp, GOC:krc]",http://amigo.geneontology.org/amigo/term/GO:0000288,69,20,0.2898550724637681,redundant,GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,0.5405405405405406
GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY,GOBP,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY,M23001,GO:0031086,"A pathway of degradation of nuclear-transcribed mRNAs that proceeds through a series of steps that is independent of deadenylation, but requires decapping followed by transcript decay, and that can regulate mRNA stability. [GOC:krc, PMID:15225542, PMID:15225544]",http://amigo.geneontology.org/amigo/term/GO:0031086,7,0,0,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,GOBP,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,M15478,GO:0000184,"The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins. [GOC:krc, GOC:ma, PMID:10025395]",http://amigo.geneontology.org/amigo/term/GO:0000184,45,13,0.28888888888888886,too_few_measured,NA,NA
GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NO_GO_DECAY,GOBP,GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NO_GO_DECAY,M49516,GO:0070966,"The chemical reactions and pathways resulting in the breakdown of the transcript body of a nuclear-transcribed mRNA with stalls in translation elongation. [GOC:jp, PMID:16554824]",http://amigo.geneontology.org/amigo/term/GO:0070966,6,3,0.5,source_too_small,NA,NA
GOBP|GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING,GOBP,GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING,M14619,GO:0000289,Shortening of the poly(A) tail of a nuclear-transcribed mRNA from full length to an oligo(A) length. [GOC:krc],http://amigo.geneontology.org/amigo/term/GO:0000289,34,5,0.14705882352941177,too_few_measured,NA,NA
GOBP|GOBP_NUCLEAR_TRANSPORT,GOBP,GOBP_NUCLEAR_TRANSPORT,M12055,GO:0051169,"The directed movement of substances into, out of, or within the nucleus. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051169,344,99,0.2877906976744186,retained,NA,NA
GOBP|GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS,GOBP,GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS,M48532,GO:0141188,The cellular DNA metabolic process resulting in the breakdown of a nucleic acid. [GOC:curators],http://amigo.geneontology.org/amigo/term/GO:0141188,508,94,0.18503937007874016,source_too_large,NA,NA
