set_id,database,pathway,genes,nes_x,nes_y,padj_x,padj_y,significance
GO_Slim|NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,GO_Slim,nucleobase-containing small molecule metabolic process,322,1.722,1.53,6.064e-5,0.006991,Both
GO_Slim|PROTEIN_CATABOLIC_PROCESS,GO_Slim,protein catabolic process,312,-1.516,-1.631,0.003367,1.829e-4,Both
Hallmark|HALLMARK_SPERMATOGENESIS,Hallmark,HALLMARK_SPERMATOGENESIS,19,-1.482,-1.783,0.2025,0.02972,HLRT_Post-Pre
Hallmark|HALLMARK_APICAL_JUNCTION,Hallmark,HALLMARK_APICAL_JUNCTION,54,1.247,1.837,0.3654,0.008798,HLRT_Post-Pre
GO_Slim|TRANSMEMBRANE_TRANSPORT,GO_Slim,transmembrane transport,328,1.065,1.461,0.5108,0.008698,HLRT_Post-Pre
GO_Slim|REGULATORY_NCRNA_MEDIATED_GENE_SILENCING,GO_Slim,regulatory ncRNA-mediated gene silencing,33,-1.491,-1.571,0.1394,0.08497,NS
Hallmark|HALLMARK_COAGULATION,Hallmark,HALLMARK_COAGULATION,33,1.399,1.639,0.2309,0.06321,NS
GO_Slim|LYSOSOME_ORGANIZATION,GO_Slim,lysosome organization,27,-1.506,-1.37,0.1786,0.2758,NS
GO_Slim|CHROMATIN_ORGANIZATION,GO_Slim,chromatin organization,101,-1.439,-1.327,0.08571,0.2128,NS
GO_Slim|NUCLEOCYTOPLASMIC_TRANSPORT,GO_Slim,nucleocytoplasmic transport,96,-1.391,-1.337,0.1439,0.2044,NS
Hallmark|HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,40,1.381,1.315,0.2304,0.2807,NS
Hallmark|HALLMARK_KRAS_SIGNALING_UP,Hallmark,HALLMARK_KRAS_SIGNALING_UP,16,1.384,1.273,0.2773,0.4423,NS
GO_Slim|ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,GO_Slim,establishment or maintenance of cell polarity,58,1.096,1.507,0.5197,0.1178,NS
Hallmark|HALLMARK_MITOTIC_SPINDLE,Hallmark,HALLMARK_MITOTIC_SPINDLE,54,0.917,1.657,0.8072,0.05521,NS
Hallmark|HALLMARK_PEROXISOME,Hallmark,HALLMARK_PEROXISOME,44,1.488,1.079,0.1028,0.6203,NS
Hallmark|HALLMARK_ALLOGRAFT_REJECTION,Hallmark,HALLMARK_ALLOGRAFT_REJECTION,35,1.182,1.376,0.4495,0.2511,NS
Hallmark|HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,64,1.069,1.487,0.5408,0.106,NS
GO_Slim|MODIFIED_AMINO_ACID_METABOLIC_PROCESS,GO_Slim,modified amino acid metabolic process,63,-1.125,-1.388,0.4855,0.1579,NS
GO_Slim|CARBOHYDRATE_METABOLIC_PROCESS,GO_Slim,carbohydrate metabolic process,183,1.281,1.139,0.1843,0.427,NS
Hallmark|HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,18,1.324,1.094,0.3495,0.6391,NS
GO_Slim|AUTOPHAGY,GO_Slim,autophagy,196,-1.119,-1.296,0.4127,0.148,NS
GO_Slim|PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,GO_Slim,protein-containing complex assembly,430,1.173,1.207,0.2367,0.195,NS
GO_Slim|PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,GO_Slim,protein localization to plasma membrane,83,-1.438,0.926,0.09449,0.8536,NS
GO_Slim|CYTOSKELETON_ORGANIZATION,GO_Slim,cytoskeleton organization,376,-1.312,1.022,0.07486,0.6855,NS
Hallmark|HALLMARK_E2F_TARGETS,Hallmark,HALLMARK_E2F_TARGETS,43,-1.078,-1.245,0.5814,0.4175,NS
Hallmark|HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,40,1.048,1.273,0.6373,0.3554,NS
Hallmark|HALLMARK_HYPOXIA,Hallmark,HALLMARK_HYPOXIA,68,1.124,1.17,0.4855,0.4769,NS
GO_Slim|PROTEIN_FOLDING,GO_Slim,protein folding,129,1.266,0.976,0.2345,0.786,NS
GO_Slim|GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,GO_Slim,glycoprotein biosynthetic process,36,-1.416,-0.82,0.1828,0.9379,NS
GO_Slim|REPRODUCTIVE_PROCESS,GO_Slim,reproductive process,226,-1.216,-1.002,0.1875,0.7437,NS
GO_Slim|DEFENSE_RESPONSE_TO_OTHER_ORGANISM,GO_Slim,defense response to other organism,209,-1.063,-1.139,0.542,0.4044,NS
GO_Slim|MITOTIC_NUCLEAR_DIVISION,GO_Slim,mitotic nuclear division,61,-0.997,-1.169,0.712,0.4782,NS
GO_Slim|CELL_ADHESION,GO_Slim,cell adhesion,237,-1.105,1.053,0.4005,0.614,NS
GO_Slim|CELL_MOTILITY,GO_Slim,cell motility,309,-1.118,1.033,0.3832,0.6556,NS
GO_Slim|CELL_JUNCTION_ORGANIZATION,GO_Slim,cell junction organization,159,-1.324,-0.818,0.1106,0.9982,NS
Hallmark|HALLMARK_BILE_ACID_METABOLISM,Hallmark,HALLMARK_BILE_ACID_METABOLISM,29,1.015,-1.099,0.6665,0.6391,NS
GO_Slim|CYTOKINESIS,GO_Slim,cytokinesis,57,0.675,1.413,0.9983,0.218,NS
Hallmark|HALLMARK_HEME_METABOLISM,Hallmark,HALLMARK_HEME_METABOLISM,65,-0.86,-1.218,0.9097,0.4149,NS
GO_Slim|CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,GO_Slim,carbohydrate derivative metabolic process,289,0.962,1.114,0.7629,0.4573,NS
GO_Slim|DNA_TEMPLATED_TRANSCRIPTION,GO_Slim,DNA-templated transcription,231,-1.125,-0.93,0.3492,0.9079,NS
GO_Slim|DETOXIFICATION,GO_Slim,detoxification,57,-0.921,-1.101,0.8167,0.5826,NS
Hallmark|HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,67,1.176,0.844,0.4035,0.9326,NS
GO_Slim|INFLAMMATORY_RESPONSE,GO_Slim,inflammatory response,135,-1.151,-0.848,0.3401,0.9684,NS
Hallmark|HALLMARK_APOPTOSIS,Hallmark,HALLMARK_APOPTOSIS,49,-0.81,1.183,0.9302,0.4675,NS
Hallmark|HALLMARK_COMPLEMENT,Hallmark,HALLMARK_COMPLEMENT,46,0.897,1.095,0.8175,0.614,NS
GO_Slim|IMMUNE_SYSTEM_PROCESS,GO_Slim,immune system process,397,-1.007,-0.983,0.682,0.786,NS
GO_Slim|WOUND_HEALING,GO_Slim,wound healing,93,0.691,1.285,0.9983,0.2453,NS
Hallmark|HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,19,-0.732,1.238,0.9579,0.4573,NS
Hallmark|HALLMARK_MTORC1_SIGNALING,Hallmark,HALLMARK_MTORC1_SIGNALING,107,0.975,-0.989,0.7404,0.7655,NS
Hallmark|HALLMARK_GLYCOLYSIS,Hallmark,HALLMARK_GLYCOLYSIS,82,1.012,-0.946,0.6729,0.8473,NS
Hallmark|HALLMARK_IL2_STAT5_SIGNALING,Hallmark,HALLMARK_IL2_STAT5_SIGNALING,45,0.906,1.034,0.8074,0.6808,NS
Hallmark|HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,HALLMARK_ESTROGEN_RESPONSE_EARLY,28,-0.925,1.013,0.7924,0.73,NS
GO_Slim|RENAL_SYSTEM_PROCESS,GO_Slim,renal system process,21,-0.924,-1.006,0.7619,0.7602,NS
GO_Slim|PROGRAMMED_CELL_DEATH,GO_Slim,programmed cell death,362,0.796,1.119,0.9983,0.4365,NS
GO_Slim|REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION,GO_Slim,regulation of DNA-templated transcription,213,-1.099,-0.811,0.4494,1,NS
Hallmark|HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS,22,1.117,-0.778,0.5434,0.9531,NS
GO_Slim|CYTOPLASMIC_TRANSLATION,GO_Slim,cytoplasmic translation,145,-1.21,0.684,0.2521,1,NS
GO_Slim|DNA_RECOMBINATION,GO_Slim,DNA recombination,42,0.799,1.084,0.9316,0.6032,NS
Hallmark|HALLMARK_UV_RESPONSE_UP,Hallmark,HALLMARK_UV_RESPONSE_UP,51,-0.854,-0.98,0.9043,0.7844,NS
GO_Slim|VESICLE_MEDIATED_TRANSPORT,GO_Slim,vesicle-mediated transport,391,-0.986,-0.842,0.7316,1,NS
GO_Slim|CILIUM_ORGANIZATION,GO_Slim,cilium organization,57,0.856,0.955,0.8923,0.8024,NS
Hallmark|HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,44,0.694,1.091,0.991,0.597,NS
GO_Slim|MEMBRANE_ORGANIZATION,GO_Slim,membrane organization,292,-0.903,0.881,0.925,0.9671,NS
GO_Slim|INTRACELLULAR_PROTEIN_TRANSPORT,GO_Slim,intracellular protein transport,211,-0.929,-0.849,0.866,0.992,NS
Hallmark|HALLMARK_UV_RESPONSE_DN,Hallmark,HALLMARK_UV_RESPONSE_DN,34,-1.074,-0.699,0.6153,1,NS
GO_Slim|DNA_REPLICATION,GO_Slim,DNA replication,52,0.805,-0.963,0.9476,0.7958,NS
Hallmark|HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,17,0.716,1.037,0.9716,0.7278,NS
GO_Slim|RIBOSOME_BIOGENESIS,GO_Slim,ribosome biogenesis,72,-1.042,-0.708,0.6456,1,NS
GO_Slim|TELOMERE_ORGANIZATION,GO_Slim,telomere organization,40,-1.018,-0.708,0.6725,0.9982,NS
Hallmark|HALLMARK_P53_PATHWAY,Hallmark,HALLMARK_P53_PATHWAY,36,0.858,0.824,0.876,0.928,NS
Hallmark|HALLMARK_DNA_REPAIR,Hallmark,HALLMARK_DNA_REPAIR,43,0.911,-0.75,0.8107,0.9826,NS
Hallmark|HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,45,-0.857,-0.77,0.8899,0.9794,NS
GO_Slim|EXTRACELLULAR_MATRIX_ORGANIZATION,GO_Slim,extracellular matrix organization,44,0.739,0.857,0.9819,0.9181,NS
Hallmark|HALLMARK_ANDROGEN_RESPONSE,Hallmark,HALLMARK_ANDROGEN_RESPONSE,33,-0.832,-0.762,0.8899,0.9762,NS
Hallmark|HALLMARK_PROTEIN_SECRETION,Hallmark,HALLMARK_PROTEIN_SECRETION,55,-0.623,-0.913,0.9983,0.8782,NS
GO_Slim|CHROMOSOME_SEGREGATION,GO_Slim,chromosome segregation,76,-0.765,-0.74,0.9819,1,NS
GO_Slim|MRNA_METABOLIC_PROCESS,GO_Slim,mRNA metabolic process,156,-0.93,-0.555,0.865,1,NS
Hallmark|HALLMARK_MYC_TARGETS_V1,Hallmark,HALLMARK_MYC_TARGETS_V1,146,-0.721,0.709,0.9983,1,NS
Hallmark|HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,30,0.639,0.767,0.9924,0.9673,NS
GO_Slim|ENDOCRINE_PROCESS,GO_Slim,endocrine process,15,0.504,0.639,0.9983,0.9925,NS
